,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Pure water that’s,<Post CahVBnHNQ-j>,689,19,"['evianwater', 'frenchalps', 'water']",28/02/22,"Pure water that’s been filtered for 15 years, uniquely sourced from the Alpine mountains 🏔💧⁣
⁣
#evianwater #frenchalps #water⁣",126,"[{'text': '😋😌', 'length': 2}, {'text': '😍😍😍', 'length': 3}, {'text': '🤩😎💦💦💦', 'length': 5}, {'text': '@k8tegreenland', 'length': 14}, {'text': '@_orreip', 'length': 8}, {'text': 'So nice @irene_hup 👏', 'length': 20}, {'text': 'Close all stores in Russia!!! #supportukraine 🇺🇦', 'length': 48}, {'text': 'Beautiful💙💜💙💜', 'length': 13}, {'text': '❤️', 'length': 2}, {'text': 'DM', 'length': 2}, {'text': 'Stop working in Russia! You support war #StopPutin', 'length': 50}, {'text': '💙🤍', 'length': 2}, {'text': 'For some reason, I can watch this all day!', 'length': 42}, {'text': 'I want that glass', 'length': 17}]"
#officeview situation: breathtaking,<Post CaUdi0ED1Q_>,1820,23,"['officeview', 'evianwater', 'officeview', 'evianwater', 'hydrationreminder']",23/02/22,"#officeview situation: breathtaking 🏔️ view and #evianwater to stay hydrated all day 💦⁣
What is your office view today? Share in yours stories with @evianwater and we'll repost our favorites! ⁣
⁣
📸 @miraemi1214_1⁣
#officeview #evianwater #hydrationreminder",256,"[{'text': '😍', 'length': 1}, {'text': '❤️❤️❤️❤️❤️❤️ ❤️ ❤️', 'length': 18}, {'text': 'Dm pour placement produit @evianwater', 'length': 37}, {'text': 'Best water in the game', 'length': 22}, {'text': 'Recrutez-vous à l’interne un graphic designer en quête de challenges?', 'length': 69}, {'text': '@bluebottle - one of your cups?', 'length': 31}, {'text': '😍 🙌', 'length': 3}, {'text': '10/10 best water out there. @noahguy12 buys at least 3 a day and refuses to drink anything other than Evian. Sponsor this guy !!', 'length': 128}, {'text': 'Too bad @amazon says they are out of stock', 'length': 42}, {'text': '@eugenio.mazzinghi', 'length': 18}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'Definitely❤it', 'length': 13}, {'text': 'Best water in the game, @raphael_tan_84 absolutely loves this water and lives on it and refuses to drink anything but Evian. Please reach out to him @evianwater he has been a supporter from the start. Thank you 🙏🏼', 'length': 213}, {'text': 'Nice office view 😀👍💙', 'length': 20}, {'text': 'End the profitization of natural resouces 👊🏻', 'length': 44}, {'text': '👏', 'length': 1}, {'text': 'Putin`s army is killing civilians and children! Stop working in Russia! #StopPutin 🇺🇦🇺🇦🇺🇦', 'length': 89}, {'text': '오 한글', 'length': 4}]"
Spoiler alert: evian,<Post CaMS1UFDrHV>,413,13,"['evian', 'evianwater', 'eviandrinktrue']",20/02/22,"Spoiler alert: evian is always the answer 😉 💧
⁣
#evian #evianwater #eviandrinktrue⁣",83,"[{'text': 'NAIVE? 🚰', 'length': 8}, {'text': 'Period', 'length': 6}, {'text': '💙‿💙', 'length': 3}, {'text': 'Yup 😋😋😋😋', 'length': 8}, {'text': '💖', 'length': 1}, {'text': 'Envy naive & nevinná Ivanka  Vinná Diana a Ivana', 'length': 48}, {'text': 'Envy naive & nevinná Ivanka.', 'length': 28}, {'text': 'Vinná Diana & Ivana.', 'length': 20}, {'text': '💟💟💟💟💟', 'length': 5}, {'text': 'End the profitization of natural resouces 👊🏻', 'length': 44}, {'text': 'DM', 'length': 2}, {'text': '😆', 'length': 1}, {'text': '@may4mii drinking water dear! 🌊', 'length': 31}]"
A tip to,<Post CaEyvfStO3y>,330,7,"['evian', 'hydrationtips', 'eviandrinktrue', 'hydration']",17/02/22,"A tip to make sure you stay hydrated today. Screenshot to reveal, thank us later! 😉💦⁣
⁣
#evian #hydrationtips #eviandrinktrue #hydration",136,"[{'text': '❤️', 'length': 2}, {'text': '😍', 'length': 1}, {'text': '🔥🔥🔥🔥🔥', 'length': 5}, {'text': 'I made $67k with @brandon_fxx_', 'length': 30}, {'text': 'ONE DAY I WILL VISIT EVIAN FOR A MONTH DRINKING EVIAN ALL MY LIFE EVEN IN THE PLANE,LOVE YOURSELF OTHER LOVE IS NOT REAL LIKE A SCORE OF TENNIS 40-LOVE', 'length': 151}, {'text': 'Messaged you ❤️', 'length': 15}, {'text': '🔥🔥🔥', 'length': 3}]"
What true love,<Post CZ9LNW9NJdB>,262,4,"['evian', 'valentinesday', 'vday', 'evian', 'evianwater', 'eviandrinktrue']",14/02/22,"What true love looks like 💦💙💧⁣
Thank you #evian community for all the support!⁣
⁣
#ValentinesDay #VDAY #evian #evianwater #eviandrinktrue⁣",138,"[{'text': 'it actually tastes pretty good 🥶', 'length': 32}, {'text': 'Evian water always by my side', 'length': 29}, {'text': '❤️❤️', 'length': 4}, {'text': 'Best water! Evian forever! ❤️', 'length': 29}]"
I love you,<Post CZ6gKfMLo39>,649,6,"['valentinesday', 'eviancrate', 'eviandrinktrue']",13/02/22,"I love you in French 💕#valentinesday #eviancrate #eviandrinktrue

📷@followjuud",78,"[{'text': 'Thank you for sharing my picture 💗🛼💋🌸🌷#spreadtheeviancrates 💗💦😊', 'length': 63}, {'text': 'Wowww', 'length': 5}, {'text': '💕💕✌', 'length': 3}, {'text': 'This picture which I like it.', 'length': 29}, {'text': 'mon amour boire bien chèrie @may4mii 🌊🌸🌊', 'length': 40}, {'text': '@evianwater how can i buy it from Italy?', 'length': 40}]"
The only button,<Post CZyxnijsali>,571,6,"['evian', 'evianwater', 'eviandrinktrue']",10/02/22,"The only button that matters, don’t escape it 💧⁣
⁣
#evian #evianwater #eviandrinktrue⁣",86,"[{'text': 'Please make this an actual keycap id rock this on my keyboards', 'length': 62}, {'text': '🙌', 'length': 1}, {'text': 'The most important button 😎👊🏾', 'length': 29}, {'text': '@evanfalc if only!!', 'length': 19}, {'text': ""Can't thank you enough for the smile you have been putting on my face ever since i started investing with you . Thank you for turning my $2,000 to $20,000 in just 7days @trade_with._diana"", 'length': 187}]"
✨WE’VE ADDED SPARKLES✨,<Post CZjQkHSlO3L>,1265,14,"['eviansparkling', 'london', 'artexhibition', 'weveaddedsparkles']",04/02/22,"✨WE’VE ADDED SPARKLES✨ 
evian x @sarashakeel immersive art exhibition 
Free admission
4th - 5th February 2022
Protein studios, London EC2A 3EY

#eviansparkling #london #artexhibition #weveaddedsparkles",201,"[{'text': 'Emma 👏🔥😍🥂', 'length': 9}, {'text': 'I want😍🔥🔥🔥🔥', 'length': 11}, {'text': '👏👏👏👏👏👏 Emma....', 'length': 15}, {'text': 'it was such a great night!', 'length': 26}, {'text': 'I’d love to try this! Is it available in France 🇫🇷 yet?', 'length': 55}, {'text': 'Miami needs this too', 'length': 20}, {'text': '❤️😍', 'length': 3}, {'text': '😢', 'length': 1}, {'text': '@evianwater how do we get a goodie bag? 💙💧', 'length': 42}, {'text': '@julierbr_ c’est bien brute ici', 'length': 31}, {'text': 'Pourquoi faire ??', 'length': 17}]"
We’ve added sparkles,<Post CYlX_F6s_3z>,2791,64,"['eviansparkling', 'evian', 'eviandrinktrue', 'weveaddedsparkles', 'sparkles']",11/01/22,"We’ve added sparkles ✨⁣
Discover #eviansparkling, now with 100% more sparkles! ​⁣
⁣
Experience the freshness & pure taste of #evian natural mineral water, now for the first time available with a fine and delicate added sparkle.​⁣
​⁣
Now available exclusively at Tesco in the UK 👉 Hit the link in bio to discover more !⁣
⁣
#eviandrinktrue #weveaddedsparkles #sparkles⁣",367,"[{'text': '😍', 'length': 1}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'Dm envoyé.', 'length': 10}, {'text': 'Dm envoyé.', 'length': 10}, {'text': 'When will this be in Canada?!?', 'length': 30}, {'text': 'Ooooooo', 'length': 7}, {'text': '😍😍😍😍 it is available in Saudi arabia?', 'length': 37}, {'text': 'nein', 'length': 4}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'Yeessssss👏', 'length': 10}, {'text': 'When in France 🇫🇷?', 'length': 18}, {'text': '🤩🤩🤩✨✨✨', 'length': 6}, {'text': 'Is it available in Italy or france?', 'length': 35}, {'text': '❤️❤️❤️❤️❤️', 'length': 10}, {'text': 'When at Puerto Rico 🇵🇷', 'length': 22}, {'text': ""It's not April 1st, is it ?"", 'length': 27}, {'text': '@maria_brant', 'length': 12}, {'text': '@dudabrantvieira', 'length': 16}, {'text': '@davidmanu', 'length': 10}, {'text': 'Omg I need this…', 'length': 16}, {'text': '@henrimas regarde ca evian pétillante 🤩 faut que on achète ca a la plce de perrier', 'length': 82}, {'text': 'Yum', 'length': 3}, {'text': '😍', 'length': 1}, {'text': '@queenmel mais OMG !!!! 😍', 'length': 25}, {'text': 'I only drink sparkling water @seguratom', 'length': 39}, {'text': '🧐🧐', 'length': 2}, {'text': 'LESSSSSSSS GOOOOOOOOO ❤️🔥', 'length': 25}, {'text': '🥶', 'length': 1}, {'text': 'Good 🔥🔥🔥🔥', 'length': 9}, {'text': '😍😍', 'length': 2}, {'text': 'When is coming to the US?!😍', 'length': 27}, {'text': 'C’est pour quand en France 🇫🇷 ?', 'length': 31}, {'text': 'Heaven! 💙', 'length': 9}, {'text': 'Can’t wait to try this.', 'length': 23}, {'text': '😍❤️ love it!!', 'length': 13}, {'text': '🙌👏😍', 'length': 3}, {'text': '@marlena__clark  czy wyślesz mi to cudo😍. Błagam 😍', 'length': 50}, {'text': 'YES!!!', 'length': 6}, {'text': '😍😍😍', 'length': 3}, {'text': '👏👏👏', 'length': 3}, {'text': 'Evian♥️♥️♥️', 'length': 11}, {'text': 'Where to buy in Malaysia ?????😢😢', 'length': 32}, {'text': '👏👏👏😍😍😍😍', 'length': 7}, {'text': '@rayannegolding', 'length': 15}, {'text': 'wow! after all these years ... finally))', 'length': 40}, {'text': 'I need this right now !', 'length': 23}, {'text': '@evianwater 👏👏👏', 'length': 15}, {'text': '⚡⚡⚡⚡', 'length': 4}, {'text': 'Pollution 😰', 'length': 11}]"
Sparkling sushi anyone?,<Post CZjcaljrL5L>,1428,16,"['weveaddedsparkles', 'eviansparkling', 'artexhibition', 'london', 'sarashakeel']",04/02/22,"Sparkling sushi anyone? 🍣✨

✨WE’VE ADDED SPARKLES✨ 
evian x @sarashakeel immersive art exhibition 
Free admission
4th - 5th February 2022
Protein studios, London EC2A 3EY

#weveaddedsparkles #eviansparkling #artexhibition #london #sarashakeel",242,"[{'text': 'Yes yes yes😍🔥🔥', 'length': 14}, {'text': 'Yes 🔥🔥🤍', 'length': 7}, {'text': '#beufutil', 'length': 9}, {'text': 'Amazing ❤️', 'length': 10}, {'text': '🙌', 'length': 1}, {'text': 'Evian gazeuse ??', 'length': 16}, {'text': '😍❤️', 'length': 3}, {'text': 'Yes please I DEFINITELY WOULD! \n@evianwater ❤️😮', 'length': 47}, {'text': 'Wo kann man sie kaufen 😍', 'length': 24}, {'text': 'Is it available in South Africa yet?', 'length': 36}, {'text': 'Tasty🍽️😋', 'length': 8}, {'text': 'Yes, yes, yes, yes, yes', 'length': 23}, {'text': 'Bejeweled sushi', 'length': 15}, {'text': 'What?!!!! Sparkling Evian water??!!!! Wow', 'length': 41}, {'text': 'All that glitters is gold😍', 'length': 26}]"
Live from Shoreditch:,<Post CZh1od9LsHl>,3394,37,"['eviansparkling', 'weveaddedsparkles', 'sarashakeel', 'emmaraducanu', 'eviandrinktrue']",03/02/22,"Live from Shoreditch: we’ve added sparkles ✨ 
Celebrating the launch of our new sparkling mineral water with our global ambassador @emmaraducanu. Our immersive art experience by amazing sparkle artist @sarashakeel is free from tomorrow for 2 days only, details in bio 👆 ✨✨✨

#eviansparkling #weveaddedsparkles #sarashakeel #emmaraducanu #eviandrinktrue",352,"[{'text': 'Was not expecting this ❤️', 'length': 25}, {'text': '⭐⭐⭐⭐⭐', 'length': 5}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'Emma!!! 😍😍😍😍', 'length': 12}, {'text': 'Idk what’s sparkling more the water or Emma 😍✨', 'length': 46}, {'text': 'She looks stunning.....😍😍😍😍😍😍😍', 'length': 30}, {'text': 'Sparkle🌟‿🌟', 'length': 10}, {'text': 'AAAAAAA ANGEL 😇', 'length': 15}, {'text': 'Look how perfect she looks 🤩', 'length': 28}, {'text': 'Of course she wore sparkles ✨💖⚡️', 'length': 32}, {'text': 'Flawless', 'length': 8}, {'text': '👏👏👏🔥🔥🔥😍😍😍', 'length': 9}, {'text': 'Emma!!! 😍', 'length': 9}, {'text': '❤️❤️❤️🎾', 'length': 7}, {'text': '@bun2x_ella', 'length': 11}, {'text': 'Emma 🔥❤️', 'length': 8}, {'text': 'Emma stop to play tennis... Now she is model', 'length': 44}, {'text': '❤️😍😍😍😍', 'length': 6}, {'text': 'Emma sent me!❤️❤️', 'length': 17}, {'text': 'Emma Raducanu🔥', 'length': 14}, {'text': 'How do you get the water? What are the environment conditions', 'length': 61}, {'text': 'Thats my girlfriend', 'length': 19}, {'text': 'Thats my girlfriend guys', 'length': 24}, {'text': '🌊🌊🌊', 'length': 3}, {'text': '@sophberryman @jillmcshane_', 'length': 27}, {'text': 'The Evian Bottle in UK is the worst Evian That I Drink In My Life ! Most of you out there can make the difference … \n\nI’m the only one ?', 'length': 136}, {'text': 'I have bought and drank so many litres of @evianwater in my life, I should be sponsored 😎', 'length': 89}, {'text': 'Love this', 'length': 9}, {'text': '@zenobbi4', 'length': 9}, {'text': '*whys it spicey* 😂😂😂😂😂 sparkling water is nasty.', 'length': 48}]"
Tomorrow we'll be,<Post CZexCGxtOry>,571,11,"['evian', 'eviansparkling', 'weveaddedsparkles', 'artexhibition', 'sarashakeel']",02/02/22,"Tomorrow we'll be unveilling a dazzling pop-up immersive art installation in London, created with multi-disciplinary artist, crystal lover and instagram sparkle queen @sarashakeel. ⁣
⁣
Join us in the heart of Shoreditch to experience this one-of-a-kind art experience and awaken your senses with evian sparkling! Open for access on Friday and Saturday only from 9am to 7pm at @proteinstudios in Shoretich. ⁣
⁣
See you there 👋✨💦!⁣
⁣
#evian #eviansparkling #weveaddedsparkles #artexhibition #sarashakeel",501,"[{'text': '🔥🔥🔥🔥', 'length': 4}, {'text': 'Bravo @evianwater for working with the most talented @sarashakeel 😍❤️', 'length': 69}, {'text': 'Check ur DM :)', 'length': 14}, {'text': '👏', 'length': 1}, {'text': '@evianwater  Hello,sorry can i ask  you to look at the work please look direct thank you.Thank you  very much for inspiration.', 'length': 126}, {'text': '🔥⛳️🔥', 'length': 4}, {'text': 'Love this! 😍', 'length': 12}, {'text': '🔥🔥🔥🔥🔥', 'length': 5}, {'text': 'Oooo! 💦 I’m pretty sure you mean Shoreditch though and not Shoretich 😛', 'length': 70}, {'text': '@didimadeleine', 'length': 14}]"
evian re-imagined 💧⁣,<Post CZJnQepjLyp>,1056,16,"['evian', 'evianwater', 'eviandrinktrue']",25/01/22,"evian re-imagined 💧⁣
⁣
#evian #evianwater #eviandrinktrue⁣",58,"[{'text': '🔝🔝🔝', 'length': 3}, {'text': '🔥🔥', 'length': 2}, {'text': '😍💧', 'length': 2}, {'text': '😍😍😍', 'length': 3}, {'text': '😍😍', 'length': 2}, {'text': '❤️❤️❤️❤️❤️❤️', 'length': 12}, {'text': '💦💦💦', 'length': 3}, {'text': 'Juste beau à en boire', 'length': 21}, {'text': '😍😍😍😍😍😍😍 @evianwater .', 'length': 21}, {'text': '🔥', 'length': 1}, {'text': 'I been trying order ur water I subscription for ur water thru @amazon and every single week it says outta of stock can you please tell me the reason', 'length': 148}, {'text': 'COO━━━━━━━━L:)', 'length': 14}, {'text': '@liltunechi whatever written from you, Cain’ t convince French people today we are global farming @johndeere', 'length': 108}, {'text': 'Tasty @shayiziworld ? When I’m honest you are what you lick', 'length': 59}]"
⁣ #spotted: our,<Post CY_zkQUj2nw>,779,12,"['spotted', 'eviancrates', 'evian', 'evianwater', 'eviandrinktrue', 'eviancrate']",21/01/22,"⁣
#spotted: our iconic evian pink crate in @heleneetlesjolismomes colourful living room 🙌 We love seeing how creative you get with our #eviancrates! ⁣
⁣
📸 @heleneetlesjolismomes⁣
⁣
#evian #evianwater #eviandrinktrue #eviancrate",227,"[{'text': 'Cute corner😍😍😍😍', 'length': 15}, {'text': 'How can I get this? 😱 BE 🇧🇪', 'length': 27}, {'text': 'Merci💕', 'length': 6}, {'text': '🙌', 'length': 1}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'where can i find one !!!', 'length': 24}, {'text': 'Beautiful', 'length': 9}, {'text': 'I’ve wanted one of these for so long 🥲', 'length': 38}, {'text': 'Cute! Love that this is being repurposed 🧡 @heleneetlesjolismomes', 'length': 65}, {'text': '😍😍😍😍', 'length': 4}]"
"Today is #bluemonday,",<Post CY16GHehAMn>,444,13,"['bluemonday', 'frenchalps', 'evian', 'eviandrinktrue', 'bluemonday']",17/01/22,"Today is #bluemonday, known to be officially the most depressing day of the year. But we have the solution to beat the blues: take a break and listen to the sound of our beautiful #FrenchAlps 🏔️. ⁣
Feeling better already? 😉⁣
⁣
#evian #eviandrinktrue #bluemonday⁣
⁣",264,"[{'text': '@chrissie.fraser this is actually soothing', 'length': 42}, {'text': ""here's to the fight against #bluemonday with @evianwater 💪💪💪💧💧💧"", 'length': 63}, {'text': 'Que maravilla …', 'length': 15}, {'text': 'Love it here! @theicef_', 'length': 23}, {'text': '😍😍😍😍😍', 'length': 5}, {'text': '🙌', 'length': 1}, {'text': '@maria_brant', 'length': 12}, {'text': '@thiagooliveira4030', 'length': 19}, {'text': '#asmair', 'length': 7}, {'text': 'Yup, and the trolls are out on full force', 'length': 41}, {'text': '@nikol__gorodozki', 'length': 17}, {'text': '🌊😍🌊', 'length': 3}]"
Now this is,<Post CYvo8Xqj9Ch>,4687,1002,"['giveaway', 'hydration', 'stayhydrated', 'evian', 'evianwater', 'eviandrinktrue', 'giveaway']",15/01/22,"Now this is fridge goals 😍! ⁣
Did someone say #giveaway time? Get your hands on our #hydration pack to fill your fridge and #stayhydrated until the end of the month 💧⁣
⁣
* Follow @evianwater⁣
* Tag 2 friends in the comments section ⁣
* Re-share this post on your Instagram story ⁣
⁣
Good luck! ✨⁣
⁣
Winner have been contacted via DM! 
⁣
#evian #evianwater #eviandrinktrue #giveaway⁣",382,"[{'text': '@sweeetcheeeksxocandy @msdiva416', 'length': 32}, {'text': '@coachleasha @lashesbymina', 'length': 26}, {'text': '@kellierose914 @besthubby_daddy', 'length': 31}, {'text': '@robles2561 @amanda.apodaca.75', 'length': 30}, {'text': 'Would ❤ to win this Amazing Giveaway 🤞🏻🤞🏻. Thanks for the chance 🙏. @sirrom_nevets @nancyabowman', 'length': 96}, {'text': '@lfsophia34 @24.countrygirl', 'length': 27}, {'text': '@jackie_037 @cry5taldp', 'length': 22}, {'text': 'Bonjour je participe avec plaisir 🌟  @miss_potter21  @danamol75 ❤️ merci ☺️', 'length': 75}, {'text': '@kingsmanofgod  @metalrckgrl', 'length': 28}, {'text': 'Now this is how you start the New Year!! 🎉☺️✨ @aprilopall  @theraven0230', 'length': 72}, {'text': '@javabeany @sh221bjw 💕', 'length': 22}, {'text': '@msshellyss @harpshy', 'length': 20}, {'text': '@camillebeaulavie @shalhena 💦 ❤️ Bonsoir je tente ma chance avec plaisir 😀 j’ai partage également merci beaucoup et belle soirée 😀', 'length': 130}, {'text': 'Bonjour je participe et merci pour votre concours @ninonmilan.infirmiere @lesyeuxfluo', 'length': 85}, {'text': '@coconutjenn7 @sup_jr', 'length': 21}, {'text': '@eruiz217 @kellierose914 💦💦💦', 'length': 28}, {'text': '@eruiz217 @kellierose914 💦💦💦', 'length': 28}, {'text': '❤️❤️🙌 @vinessah79 @ali_berry ❤️❤️🎉', 'length': 34}, {'text': '@fossie55', 'length': 9}, {'text': '@sandiflatts', 'length': 12}, {'text': '@iloovewine @flo_4813', 'length': 21}, {'text': 'Bonjour, je tente ma chance avec plaisir @aurore.bonneheure @kevin_guinet merci', 'length': 79}, {'text': '@lany_nini @_clara_40 Bonjour waouh chouettes cadeaux🤩, je tente ma chance avec grand plaisir🤞🍀', 'length': 95}, {'text': '@amber_olak @camille.vs.food', 'length': 28}, {'text': 'Bonsoir ! 😍😍 merci de nous gâter ! Quel joli cadeau , je participe avec plaisir ! Bon lundi soir et belle semaine @chaambassadrice @juju355644', 'length': 142}, {'text': '@coolahula @theabbysinger', 'length': 25}, {'text': '@amandalmasters99  @clvitucci', 'length': 29}, {'text': 'Bonjour, wahou ce serait un magnifique cadeau. Merci beaucoup. @ania_cln et @delphine56400. Je croise les doigts ❤️', 'length': 115}, {'text': '@its_abhishek_05 @archisha.29 @evianwater', 'length': 41}, {'text': '@its_abhishek_05 @archisha.29 @evianwater', 'length': 41}, {'text': '@juliatxa @mrsds4', 'length': 17}, {'text': '@ranjpower @plumerea', 'length': 20}, {'text': '@nancy227 @kikikentris', 'length': 22}, {'text': '@vegansunshine2021 @camille.vs.food', 'length': 35}, {'text': '@serendip13 @kim_taes_bae', 'length': 25}, {'text': '@cerisier_en_fleurs_ @zazooflette17 Bonjour\xa0 , je participe avec plaisir merci beaucoup.', 'length': 88}, {'text': '@clemcoco52 @sanchoupi_16 bonjour, je participe à ce magnifique concours  merci de nous gater 😘 je croise les doigts', 'length': 116}, {'text': '😍', 'length': 1}, {'text': ""@lylycuisinewine75 @amandine_brun15 Au top je participe pour ces bouteilles et j'ai partagé en story ! Bel après-midi 😃"", 'length': 119}, {'text': 'Awesome 😍 I drink @evianwater since I was a kid 😍 I tag @thalassa44 @fred_rohou 😍 I shared in my story 😍', 'length': 104}, {'text': '@crazygrandma73\n@beautifulmessshe_is\n@floridachickieeee\n@mandi42', 'length': 64}, {'text': ""👍👍✋🙂Hope alls well🙏❤🎆:OMGOOD 1MILLION VIEWS & CLIMBING FOR MY PERFORMING DEBUT OF 4XGOLD  CELEBS FT MUSIC AT Universal Music Group Distribution on Instagram @VictoriousMarcus1 ETC😯🎆🙂Hope alls well!🙏❤ #HAPPYNEWYEAR2022 #UNIVERSALMUSICGROUP\xa0 #NEWTVHOSTMUSIC/DANCE SHOW #NEWCELEBSFEATMUSICDEBUT #NEWTVPARTNERDEAL #VEGAS #GRAMMYS #EMMYS #GOLDAWARDS ✋Happy Holidays/New Year🙂❤🙏🎉😯MEGA NEW PARTNERSHIP DEAL 🎉WILL HOST MY OWN Victorious Marcus TV/ PERFORM/SHOW in Las Vegas WITH 42XGOLD+7X GRAMMY/PRODUCER/OWNER-John Fondy 'Vegas TV Productions of 32+Channels' + EPIC INTERVIEW@Radio Pushers TV/FM108.5The Beat Connecticut 12:30CST12/13(@Link)+12/17 7pmCST*LISTEN PARTY*AWARDS CELEBS FT/DEMO=RAVE REVIEWS* 1. Make It Happen-FT4XGOLD CELEB DJ Flippp 2. Go Getter-Ft CELEBS Jidenna +Dan Hartnett-Corporate Thief Beats 3.Lemonade-Produce VERIFIED Anno Donomini Beats 4. Attitude Is Everything-Ft. MEGA Producer Artist-Chad Harrison 5. Unstoppable-Ft EXTREME PRODUCER Elephant Juice Alien@Reverbnation 6. Give Credit-MUSIC PRODIGY Adam Vaughn PRODUCE 'Adversity To Triumph Part4' +JUSTICE SINGLE 'You Will Hear' Ft CELEB HIT Producer Eyeam💥+GRAMMY NOM.Producer COLLAB HITS DEBUT SOON 'Wyshmaster Beats'+ 1,000,000+Beatstar AWARD PRODUCER Lee/Taylormade Beats💥My Motto is giving back helping less fortunate poor! I was poor&homeless for yrs. Now I give back🙏Join Me Subscribe 30% sales give back to less fortunate Goodwill! WIN SIGNED POSTER/MUST PAY PROMO: bit.ly/3rWPLkI /TV/30000FM/595MILLION/Indie Network Radio/Best Music Playlist/Worldwide Music Award/Billboard+Itunes Awards-So Called Friend-UMG/DM Deals/Ft#1Netflix Ft2xGRAMMY H.E.R.+Jennifer Garner-Neflix Movie Yes Day/19BILLION VIEWS https://bit.ly/3sePJEK\nUMG/CELEBS FT MUSIC HIGHLIGHTS/PERFORMANCE; https://lnkd.in/e5PQ5xwh\nwww.fanlink.to/cTYy"", 'length': 1793}, {'text': 'Hey merci en ce début d année ça fait du bien vraiment de se faire chouchouter merci a vous prenez soin de vous et des autres @buzz50140 @lore_urdina64', 'length': 151}, {'text': 'Just perfect !!! \n@twixette42 @rice_d_', 'length': 38}, {'text': '@tropical29620 @ion_llen_ Bonjour 😮 😍🎉 mille mercis je\xa0 participe avec plaisir pour gater ma tribu et moi bonne soirée belle année 2022 🥳😘', 'length': 138}, {'text': '@nherabogado @tphen__ 💦 stay hydrated 💦 #evian #evianwater', 'length': 58}, {'text': 'My favorite water', 'length': 17}, {'text': '@dottorotto @maximus.joe_', 'length': 25}, {'text': '@christianslittlegarden @chefchristiansunshine @ja_smiles_and_sunshine', 'length': 70}, {'text': '#sustainable', 'length': 12}]"
Why add bubbles,<Post CYq8sgfNiaj>,926,13,"['eviansparkling', 'evian', 'eviandrinktrue', 'weveaddedsparkles', 'sparkles']",13/01/22,"Why add bubbles when you can add sparkles?⁣
⁣
Try the new evian sparkling ✨ ​and feel your senses awaken. ⁣
#eviansparkling water is now available across UK Tesco stores 👉 Hit the link in bio to learn more!⁣
⁣
#evian #eviandrinktrue #weveaddedsparkles #sparkles⁣",262,"[{'text': '😍😍😍😍', 'length': 4}, {'text': 'Ouah ! 🔥', 'length': 8}, {'text': 'Hoping that this will be available soon in the market. I cant wait to taste this. Ugggh! 😍', 'length': 90}, {'text': 'A quand en France ?', 'length': 19}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'wow😍😍😍', 'length': 6}, {'text': 'Ooohhh 😍😍', 'length': 9}, {'text': '🙌', 'length': 1}, {'text': '@julieannesoto this makes me so happy', 'length': 37}, {'text': 'WHEN 🇫🇷 ??', 'length': 10}, {'text': 'WHY DID NO ONE TELL ME EVIAN STARTED MAKING SPARKLING WATER', 'length': 59}, {'text': 'OH MY GOD', 'length': 9}]"
First bottled in,<Post CYjOd-ls9Po>,1112,31,"['evian', 'eviandrinktrue', 'eviansparkling', 'weveaddedsparkles', 'sparkles']",10/01/22,"First bottled in 1826. Finally sparkled in 2022 ✨⁣
(coming soon…thanks for waiting).⁣
⁣
#evian #eviandrinktrue #eviansparkling #weveaddedsparkles #sparkles⁣",156,"[{'text': '@emilyalexmorgan omg', 'length': 20}, {'text': 'We are ready 🙌❤️💎🥲', 'length': 18}, {'text': '😍😍', 'length': 2}, {'text': '❤️💙💙💜💜💘💕💞', 'length': 9}, {'text': 'Exciting', 'length': 8}, {'text': '@evianwater i have a buisness idea', 'length': 34}, {'text': '@evianwater i have a buisness idea, write me', 'length': 44}, {'text': 'yessir', 'length': 6}, {'text': 'Omg!!!!! Excited', 'length': 16}, {'text': 'WOW YAY!!!', 'length': 10}, {'text': 'Exciting!', 'length': 9}, {'text': 'Wow! This is awesome!', 'length': 21}, {'text': 'Wow❤️❤️❤️❤️❤️🙌🙌🙌🙌🙌🙌😍😍😍😍😍😍', 'length': 25}, {'text': '❤️', 'length': 2}, {'text': '🤩🤩🤩🤩', 'length': 4}, {'text': 'IM READY 🙌', 'length': 10}, {'text': '🤩', 'length': 1}, {'text': 'So ready! 💙', 'length': 11}, {'text': '🙌🙌🙌🙌', 'length': 4}, {'text': ""Wow it's great news to start the year"", 'length': 37}, {'text': '💎', 'length': 1}, {'text': 'COO━━━━━━━━L:)', 'length': 14}, {'text': 'merci  evian!!', 'length': 14}, {'text': 'Cannot wait', 'length': 11}, {'text': 'Been waiting 20 plus years for this I love me some Evian ,Cest Ce Bon.💯🌅✨🌙', 'length': 74}, {'text': 'Eau pétillante 🤩', 'length': 16}, {'text': '@bylisadee yum', 'length': 14}, {'text': ""👏🏽this is exciting! Can't wait."", 'length': 31}]"
