,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
When it comes,<Post CcGymogPH4f>,948,2,[],08/04/22,"When it comes to the ingredients that make up your clothes, we believe that less is more. Our natural dyes use earth-based pigments that are better for your body and easy on the earth.  Link in bio to plant.",207,"[{'text': 'My family has become a bit obsessed with Tentree!  Love the products and that they make them for all ages.', 'length': 106}]"
What's the fun,<Post CcGNfT3p1_K>,1822,6,[],08/04/22,What's the fun of restoration if you're not getting your hands a little dirty?,78,"[{'text': 'We stand behind that 🌲', 'length': 22}, {'text': 'True', 'length': 4}, {'text': ""True! It's one of the best ways to connect with nature 🌱"", 'length': 56}, {'text': '🙌😍✌️', 'length': 4}, {'text': 'Yessss👏🏼🍃 cannot wait to be outside gardening again!!', 'length': 53}, {'text': 'This would be so cute if this was a shirt', 'length': 41}]"
No earth =,<Post CcBx8yWP-vL>,1200,5,[],06/04/22,"No earth = no us. 🌎  Plant some trees and help restore the only planet we've got with this ultra comfy, earth-friendly crewneck. Link in bio to shop.",149,"[{'text': '❤️', 'length': 2}, {'text': 'Bahhh I need this sweaterrre', 'length': 28}, {'text': 'Messaged you ❤️', 'length': 15}, {'text': '😍', 'length': 1}, {'text': 'Love the sweater and message ❤️', 'length': 31}]"
What better way,<Post CcBW52-vRrC>,989,3,[],06/04/22,What better way to keep it green than by planting trees? 🌲,58,"[{'text': 'It’s the best way!!! 🍃🪴🙌🏽', 'length': 25}, {'text': '🌱 ❤️', 'length': 4}, {'text': '👏🏼👏🏼👏🏼✅', 'length': 7}]"
@sarahfaller in the,<Post Cb-j8rFJap5>,1066,10,['earthstuff'],05/04/22,"@sarahfaller in the combo we can't live without. 👀

#EarthStuff",63,"[{'text': 'So cozy 😍😍', 'length': 10}, {'text': '🌱👌🏻', 'length': 3}, {'text': 'hands down the coziest set of all time ☁️', 'length': 41}, {'text': '🔥', 'length': 1}, {'text': '@bianca.piquette 😍', 'length': 18}, {'text': 'Looks so cozy 😍', 'length': 15}, {'text': '👍🏻', 'length': 2}, {'text': 'Loveee this set 😍', 'length': 17}, {'text': 'Comfy!!', 'length': 7}]"
Where we'd rather,<Post Cb78f8ApfSM>,2359,8,['tentree'],04/04/22,"Where we'd rather be having our Monday morning coffee...☕

PC: @dariabydasha #tentree",85,"[{'text': 'Oh same. Instead I’m by my cat drinking coffee ☕️ 😂', 'length': 51}, {'text': '@alex_mich12', 'length': 12}, {'text': 'Amen 😍😍🤤 if only 😩', 'length': 18}, {'text': ""I can already feel the breeze...... oh wait that's just my toddler breathing in my face. 🤪"", 'length': 90}, {'text': 'There’s no trees at #BuchaMassacre', 'length': 34}, {'text': '@rob.kolbe', 'length': 10}, {'text': '😍😍😍', 'length': 3}]"
@kelseyy__d shows us,<Post Cb54WV6FKvq>,823,1,['earthstuff'],03/04/22,"@kelseyy__d shows us how she dresses up her TreeFleece Crew. ✨ Link in bio to shop with free shipping until midnight. 

#EarthStuff",131,"[{'text': 'So cute!!😍👏🏼 love the shoes!!', 'length': 29}]"
Self-care weekend starts,<Post Cb3OngHvWZ9>,16900,150,['tentree'],02/04/22,"Self-care weekend starts now. 🌿 Tag someone who'd love to relax here. 

PC: @kim.kneipp #tentree",96,"[{'text': 'I love this 😍👏', 'length': 14}, {'text': 'Okay need!!!', 'length': 12}, {'text': '@marcchristopherolides @elle_h86', 'length': 32}, {'text': '@amygchuk dream bathroom', 'length': 24}, {'text': '@ashleighlaw98', 'length': 14}, {'text': '@pameladg8 enjoy! 😍', 'length': 19}, {'text': '@1twisted_mama', 'length': 14}, {'text': '@adrian__camacho', 'length': 16}, {'text': '@olson_v omg', 'length': 12}, {'text': '@knowmemissnomer dream bathroom 💗', 'length': 33}, {'text': '@kenfle !!', 'length': 10}, {'text': '@kylepatch', 'length': 10}, {'text': ""@_devinair_ @kar_thi_ how's this for a weekend cooling?"", 'length': 55}, {'text': '@lukameyers future bathroom inspiration 😉', 'length': 41}, {'text': '@sooziewrayart 😆💖', 'length': 17}, {'text': '@flowersannettegomez 💚', 'length': 22}, {'text': '@ceeccho', 'length': 8}, {'text': '@mapmaffin gandang cr', 'length': 21}, {'text': '@jennie.gillies this tho ❤️', 'length': 27}, {'text': '@rionalong002 @thehawthornhag @sianlong', 'length': 39}, {'text': '@bbentzyo thought of you when I saw this 😍', 'length': 42}, {'text': '@philly_rooted bathroom inspo?? 👀', 'length': 33}, {'text': '😍@lifeofsunrae', 'length': 14}, {'text': '@jessimurphy babe!', 'length': 18}, {'text': '@damivaccario', 'length': 13}, {'text': '@bechines inspo for redoing your upstairs bathroom 👀', 'length': 52}, {'text': '@_queen_of_kashmir_', 'length': 19}, {'text': '@casandra.lyn ?', 'length': 15}, {'text': '@emmyfgee this would suit markwood 😍😍', 'length': 37}, {'text': '@mariadawydczik', 'length': 15}, {'text': '@emiliawiberg den här bilden är som tanken på grillkorv i skogen, ser mysigare ut än vad de är, badkaret är säkert Sten hårt och obekvämt hahahah', 'length': 145}, {'text': '@zaqdohallow', 'length': 12}, {'text': '@mickthebrew 😅', 'length': 14}, {'text': 'Paradise', 'length': 8}, {'text': 'Tagging myself @missycharvez', 'length': 28}, {'text': '@norcallifer', 'length': 12}, {'text': '@elenamalish', 'length': 12}, {'text': '@marina_axs', 'length': 11}, {'text': '@kathytrinhletv ❤️', 'length': 18}, {'text': '@kandyyroseyy', 'length': 13}, {'text': '🙋🏾\u200d♀️', 'length': 5}, {'text': '@abbeyumek', 'length': 10}, {'text': '@blossom_aldy inspiration 🌿🌱🪴', 'length': 29}, {'text': '@elli.sundstrom', 'length': 15}, {'text': '@chichi_interiordesign inspiration!', 'length': 35}, {'text': '@xo.dani_ela.xo', 'length': 15}, {'text': ""@meeran.s it's your dream bathroom ❤️"", 'length': 37}, {'text': '@mich_mol dream tub', 'length': 19}, {'text': '@kevinsuarte', 'length': 12}, {'text': '@ugh.plants 😍', 'length': 13}]"
Looking for some,<Post Cb1MbFwLfeP>,885,4,['earthstuff'],02/04/22,"Looking for some earth-first loungewear? Freshen up your closet with free shipping on all apparel across our site. Link in bio to plant. 🪴 

PC: @lifew.erin #EarthStuff",168,"[{'text': '😍😍😍', 'length': 3}, {'text': ""I just got my tshirts in the mail and they are 😍 Softest tee I've ever had and love the colors. Thanks!"", 'length': 103}, {'text': '❤️❤️\n@siamaqadar', 'length': 16}, {'text': 'Love the set!!😍😍 looks super comfy', 'length': 34}]"
Happy Earth Month!,<Post Cb0aiHrPN-H>,1813,24,[],01/04/22,"Happy Earth Month! 🌎 Here are some helpful tips on how to shrink your footprint for April (and maybe the rest of the year, too). Follow the link in our bio for the full list.",174,"[{'text': 'honest question: can you explain ""read a book""?', 'length': 47}, {'text': 'Action 7: end consumerism', 'length': 25}, {'text': ""And make it all pointless by some airlines that needed to fly empty in order to retain their airport spots. Healing the stab wound won't help when somebody is keep stabbing you."", 'length': 177}, {'text': 'Going meatless isn’t going to solve any problems. Complex proteins from meat are far superior than what comes from conventionally farmed meatless diet. Makes me sick to think about this agenda to cancel meat. Regenerative grazing of meat animals is the future of healthy food and Carbon storage. Let’s not give in to this weird meatless addenda', 'length': 344}, {'text': '🙌😍✌️', 'length': 4}, {'text': '👏👏', 'length': 2}, {'text': 'Yes! Go Meatless!!! 👏🏼', 'length': 22}, {'text': 'Amazing, u guys can check our account for similar content', 'length': 57}, {'text': 'Oh wow im actually doing all of these minus the book', 'length': 52}, {'text': 'Loveee making diy cleaning products👏🏼👏🏼💛 sooo much safer because I actually know what’s in it!', 'length': 94}, {'text': 'Aren’t books made from trees', 'length': 28}, {'text': 'No. 🤗', 'length': 5}, {'text': 'Eat your meats***', 'length': 17}]"
WFH goals. @sarahfaller,<Post CbyYMGFJHQ4>,897,5,[],31/03/22,WFH goals. @sarahfaller wears the French French Terry Fulton Jogger & Balloon Sleeve French Terry Crew. Link in bio to get free shipping on all orders.,151,"[{'text': '🍵🌿💚', 'length': 3}, {'text': 'Green goals 👏', 'length': 13}, {'text': '😍😍😍😍 can I get a cup?? 🍵', 'length': 24}, {'text': '💚', 'length': 1}]"
The results are,<Post CbxpvNWMyRN>,3236,83,['earthstuff'],31/03/22,"The results are in. Electric car sales increased from 3 million, to 6.6 million in just one year. The future looks bright for electric cars. Are you making the switch? 

Via @internationalenergyagency #EarthStuff",212,"[{'text': 'All you need to do is look into lithium mining and how destructive it is to the planet. Also they used diesel ran equipment to mine it for your batteries lol. Do your research instead of blindly regurgitating information.', 'length': 221}, {'text': 'Won’t be making the switch. Volvo already admitted that Manufacturing EV’s generates 70% more emissions than an internal combustion motor vehicle. It’s important to do some research before making the decision.', 'length': 209}, {'text': 'Ah yes lithium mining', 'length': 21}, {'text': 'What happens when the electrical power goes out?', 'length': 48}, {'text': 'All these comments 👏👏👏👏. Electric cars ARE NOT the future.', 'length': 58}, {'text': ""Good for car manufacturers who invested a lot of money in telling people that EVs were going to save the planet.  Shame it's not true"", 'length': 133}, {'text': 'good news for who? lithium mining companies? 😂', 'length': 46}, {'text': '100% here for the comments', 'length': 26}, {'text': 'Like the other comments said. Lithium mining is dirty business, not necessarily better.', 'length': 87}, {'text': 'People still buying into this EV nonsense?', 'length': 42}, {'text': ""That's a lot of lithium from seriously poor countries already at risk from generations of colonial exploitation. I've enjoyed your clothes (apart from the three items that fel apart minutes after wearing them, which I mended as per your policy) It's just not as simple as wearing bike shorts and driving an electric car. Drive less. Drive with intent. And don't buy new, fix it."", 'length': 378}, {'text': 'PSA: Trees and plants LOVE CO2.  They don’t like strip mines.', 'length': 61}, {'text': 'Cobalt slavery is green', 'length': 23}, {'text': 'Even though electric cars are just as harmful as gas ones?', 'length': 58}, {'text': 'Wow this comment section is gold people get it 🙌🏻', 'length': 49}, {'text': 'This is a tree IG.  Not a political piece on what’s bad for the world.  Post about trees.', 'length': 89}, {'text': 'Lotta ICE people sour on here about gas prices.', 'length': 47}, {'text': 'So are liberals just unaware of the damage mining for lithium does ?  What happens to an end of life battery?  Wake up people', 'length': 125}, {'text': 'Show a pic of the kids digging the lithium minds!! Go pass out $50 t-shirts to them hard working kids.', 'length': 102}, {'text': 'If Lithium mining is dirty asf, and gas is disgusting for the planet, our next best bet is hydrogen cars?', 'length': 105}, {'text': ""You're making yourself appear pretty disreputable when you back movements that are neither sustainable, nor feasible for the average individual. Bad for the environment. Unaffordable. You're entirely out of touch."", 'length': 213}, {'text': 'So.... Cars are NOT good for the environment...', 'length': 47}, {'text': 'we should never celebrate consumerism. Doubling car sales? That’s such a disgusting stat to post. But it’s coming from a green washed company like ten tree so I’m not surprised. Go buy clothes from a thrift shop and keep driving your good ole gas car from the 2000s. More consumption is never the answer, whether or not it’s “green energy”', 'length': 339}, {'text': 'Where are the toxic EV car batteries stored, especially as they are non recyclable? So tired of people trying to commit ecocide for money. It is just the most pathetic thing..', 'length': 175}, {'text': 'It’s bad for the environment 🤣🤣', 'length': 31}, {'text': 'Ahh child labor. Love it', 'length': 24}, {'text': 'Destroying african mineral deposits, one batteri at a time. 👏', 'length': 61}, {'text': 'Thanks Elon!', 'length': 12}, {'text': 'I’m genuinely curious as to the environmental impact that comes with having to resurface our roads. Electric vehicles are so much heavier, they cause road degradation so much faster.', 'length': 182}, {'text': 'So many bots. Sorry @tentree', 'length': 28}, {'text': 'Let’s just get the country to have the infrastructure to support them now!', 'length': 74}, {'text': 'That’s a lot of cars… wake me up when they are making the cars on clean electric', 'length': 80}, {'text': 'Nah , have you seen what kind of destruction is caused to create the batteries ? I’ll take my gas vehicle anyway , and just use it only when needed.', 'length': 148}, {'text': 'Re: Lithium Mines', 'length': 17}, {'text': 'Rivian', 'length': 6}, {'text': 'Money doesn’t grow on trees. Not even ten trees.', 'length': 48}, {'text': 'Wonder what the increase was for gas powered vehicles.  Judging by the prices of new and used cars I’d say they’re prolly on par', 'length': 128}, {'text': 'Still pulling plenty of shit out of the earth for batteries', 'length': 59}, {'text': 'We made a post about it 🙌', 'length': 25}, {'text': 'And Tenteee is still manufacturing in China.', 'length': 44}, {'text': 'Not good!!', 'length': 10}, {'text': 'Yikes', 'length': 5}, {'text': 'Until I post the wrong sentiments and my car suddenly stops working :) Rather ride a bike anyway.', 'length': 97}, {'text': 'How is that good news? lithium mining is awful', 'length': 46}, {'text': 'Carbon dioxide is plant food not a pollutant.', 'length': 45}, {'text': 'عندنا عطورات تستر حجم الكبير 🙏🏻🙏🏻🙏🏻\n we have orginal tester,Big size \nplease check accountر', 'length': 91}, {'text': 'Great news more lithium mines for children to work in fools steps away from slavery no thank you the government will be not turning off the switch to my Mobility what a joke water car invented in 1928 and we have to still deal with these fraudsters', 'length': 248}]"
Have your eye,<Post Cbu3UK2rqcE>,1100,3,['earthstuff'],30/03/22,"Have your eye on a new sustainable set? We're offering free shipping until April 3. Link in bio to plant more for less. 🌿

PC: @anxtte #EarthStuff",146,"[{'text': '🖤🖤', 'length': 2}, {'text': 'Adorable!!!😍😍😍🙌🏻', 'length': 16}, {'text': 'Love', 'length': 4}]"
The flowers are,<Post CbsqdumpyFx>,3412,2,['earthstuff'],29/03/22,"The flowers are blooming, the birds are chirping...And the shipping is free (for the next week, that is). Shop our Earth-First essentials through the link in bio. 

PC: @dariabydasha #EarthStuff",194,"[{'text': '❤️', 'length': 2}, {'text': 'Uhhh what a pretty view!', 'length': 24}]"
Sustainable fashion >,<Post Cbqic0FvGiq>,13249,106,[],28/03/22,Sustainable fashion > fast fashion. 🚩,37,[]
Looking for a,<Post CbqXDNYFVlJ>,689,3,['earthstuff'],28/03/22,"Looking for a Spring wardrobe refresh? We're offering free shipping on all orders this week. Link in bio to shop these transitional looks. 🌷

PC: @lifew.erin #EarthStuff",169,"[{'text': 'Which NB are These? 🔥', 'length': 21}, {'text': 'So cute!!😍👏🏼', 'length': 12}, {'text': '❤️❤️\n@siamaqadar', 'length': 16}]"
The urban jungle,<Post CblRZHFPdQf>,4897,11,['tentree'],26/03/22,"The urban jungle of our dreams. Tag someone who’d love to see this. 🍃 

PC: @okay.designing #tentree",100,"[{'text': 'Love this! ❤️', 'length': 13}, {'text': '@wandering.tim', 'length': 14}, {'text': '@jusdivine @yougrowgirl_', 'length': 24}, {'text': '😍', 'length': 1}, {'text': 'omg woahhhh! SO cool!', 'length': 21}, {'text': 'Love this 😍😍😍', 'length': 13}, {'text': 'Anyone know where this is?', 'length': 26}, {'text': 'This 😍😍😍', 'length': 8}, {'text': 'What is it', 'length': 10}, {'text': '@garettgraf', 'length': 11}, {'text': 'Me. I tag me. I would love to see this 😍', 'length': 40}]"
@hannahdebourke staying hydrated,<Post Cbi4fgtvNJw>,921,0,[],25/03/22,@hannahdebourke staying hydrated in our InMotion Collection. Link in bio to shop.,81,None
You and sustainable,<Post Cbf4w7rvs4j>,2359,16,['earthstuff'],24/03/22,"You and sustainable essentials—a love story. Tap to shop our cozy favourites. 🌲

PC: @allchloerose #EarthStuff",110,"[{'text': 'That’s right 😍', 'length': 14}, {'text': '🥰', 'length': 1}, {'text': '😂😂😂', 'length': 3}, {'text': 'My tentree hoodie is my absolute favourite. So cosy 💚', 'length': 53}, {'text': 'This photo ❤️❤️❤️', 'length': 17}, {'text': 'Omg what a cute photo 😂', 'length': 23}, {'text': 'omg! cuteness overload!!!😍🥰', 'length': 27}, {'text': '🙌🙌', 'length': 2}, {'text': 'Yes 💛💛', 'length': 6}, {'text': 'truly no better love story than this one 🤎🌱', 'length': 43}, {'text': 'Shameless dog photo hook…I love it!! 😍😍😍', 'length': 40}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'lol', 'length': 3}, {'text': 'The content we need', 'length': 19}, {'text': '@lnel us 🥰', 'length': 10}]"
The TreeFleece Crew,<Post Cbdpr_APeCE>,1399,4,['earthstuff'],23/03/22,"The TreeFleece Crew saves 321L of water compared to your conventional crew, without sacrificing comfort. Link in bio to plant. 🌲 

PC: @kelseyy__d #EarthStuff",158,"[{'text': 'The perfect crew 😍', 'length': 18}, {'text': '😍😍', 'length': 2}, {'text': 'Just the right amount of cozy ❤️', 'length': 32}, {'text': 'You can literally see the good quality in a photo 😍', 'length': 51}]"
Hands up if,<Post CbamMydJTr7>,7244,113,['earthstuff'],22/03/22,"Hands up if you're a plant lover. 🙌

PC:  @fesi_djojo #EarthStuff",65,"[{'text': '🙌🙌🙌🙌🙌', 'length': 5}, {'text': '🙌🙌🙌🙌', 'length': 4}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Thanks for the feature guys 💚💚💚', 'length': 31}, {'text': '🙌🙌🙌🙌', 'length': 4}, {'text': 'i would wake up everyday & cry of gratitude 🥺🌱😫', 'length': 47}, {'text': '@jmrwd this is gonna be our apartment in 2 months', 'length': 49}, {'text': 'OH MY GOSH YES 😍😍😍', 'length': 18}, {'text': 'I love it but watering those would be an entire day job 😂', 'length': 57}, {'text': 'Magical 💚💚💚🥰🥰🥰', 'length': 14}, {'text': '😮We built this incredible home. Well done Fesi !!', 'length': 49}, {'text': 'This is beautiful 😍 …. mosquitoes tho? 🦟\U0001fae2', 'length': 41}, {'text': '❤️', 'length': 2}, {'text': '😍😍😍😍', 'length': 4}, {'text': '🙌', 'length': 1}, {'text': '@smithstpaleo  goals 😍🙌😂', 'length': 24}, {'text': '@jodeek27', 'length': 9}, {'text': '@jarcisz @anairanosllij goals… ❤️❤️', 'length': 35}, {'text': '@natasha.allison', 'length': 16}, {'text': '@jack.bruner we were just talking about this 😎🌱', 'length': 47}, {'text': '@romiwasinger tu casa en breve!!! 😍', 'length': 35}, {'text': '@jonnysgrams recognise the song?', 'length': 32}, {'text': '@foundthingsco you top this!!!', 'length': 30}, {'text': '@giografik walking into your place come summer 😍', 'length': 48}, {'text': '@freedangustifolius', 'length': 19}, {'text': '@emma_verdonck a dream😍', 'length': 23}, {'text': '@neledvorjaninov 😍', 'length': 18}, {'text': '@cather1neanne_', 'length': 15}, {'text': '@fitmarie_10 next level!!🙌', 'length': 26}, {'text': '@petshrimp... Dit is jouw droomhuis! 😍', 'length': 38}, {'text': '@gh.mehrdad2020 😍', 'length': 17}, {'text': '@cassidy.dennie', 'length': 15}, {'text': '🙋\u200d♀️🙋\u200d♂️', 'length': 8}, {'text': 'Hallway goals @etherealelsa @ivmullins', 'length': 38}, {'text': '🙌🏾', 'length': 2}, {'text': '❤️❤️❤️😍😍😍', 'length': 9}, {'text': 'Dream house goals 😍😍😍', 'length': 21}, {'text': '@nutmeggin', 'length': 10}, {'text': '@indiarobertson :)', 'length': 18}, {'text': '@clarehilszzzzz', 'length': 15}, {'text': '@jessicaharward', 'length': 15}, {'text': '😍✨', 'length': 2}, {'text': '@rachmckn  heaven 😍', 'length': 19}, {'text': '@sarahawesome01 😮', 'length': 17}, {'text': 'So refreshing!! Love the cause too ❤️', 'length': 37}, {'text': '@nill21 ❤️', 'length': 10}, {'text': '🖐🏻', 'length': 2}, {'text': 'Ta maison @cyril_garcia21', 'length': 25}, {'text': '@mrs.a.cunningham', 'length': 17}, {'text': 'Soooo greeeeen 💚💚', 'length': 17}]"
