,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Why choose a,<Post CcNxQnYsXWK>,476,35,[],11/04/22,"Why choose a HEPA vacuum...⁠
⁠
Cleaning with the wrong vacuum can actually contribute to allergic reactions, asthma, and other illness. Most vacuum cleaners exhaust the very dust that was just collected back into the air, making the area more contaminated than before.⁠
⁠
A HEPA vacuum that has a certified sealed system should be used to ensure that the finest dust is picked up and that no particulates leak out at junctures where hoses and nozzles connect. ⁠
⁠
Some of our favorite HEPA vacuum brands include Miele, Shark, or Nilfisk. If purchasing a new vacuum is not an option for your family right now, consider renting a HEPA vacuum for an annual deep clean. Even infrequent use of a HEPA vacuum will dramatically improve your indoor air quality.",753,"[{'text': 'Curious about Dyson as well.', 'length': 28}, {'text': 'Do central vacuums work as well as non-central vacuums? I’m not even sure if ours has a HEPA filter 🤔', 'length': 101}, {'text': 'I love this!! Could you do another post on affordability?? And maybe pros and cons of each? I’m looking into a new vaccum but not sure which one to get! I’d like to stay under $300 if possible!', 'length': 193}, {'text': 'Hi BB! Any robot vacuums make the cut? All vlaim to have “high quality filters” but none that are certified hepa :/', 'length': 115}, {'text': 'Do you not recommend Dyson as well?', 'length': 35}, {'text': 'Which Miele is recommended?', 'length': 27}, {'text': ""All those brands (except shark which I wouldn't buy) are so dang expensive"", 'length': 74}, {'text': 'Which shark model?', 'length': 18}, {'text': 'Are Dyson vacuums recommended?', 'length': 30}, {'text': 'Yes I’d also like to know thoughts about Dyson.', 'length': 47}, {'text': 'Are all of the different types of their vacuums HEPA or just those large ones with the extension?', 'length': 97}, {'text': 'I would also love to know if Dyson is a good option!! 😮💖💖', 'length': 57}, {'text': 'Miele vacuums are amazing! Best I’ve had and I owned a cleaning business 🔥', 'length': 74}, {'text': 'If any vacuum says ""hepa filter"" is that a good option, or am I looking for something more? I found a bissel one for a great price that says ""hepa filter sealed system""', 'length': 168}, {'text': 'what about rainbow vacuum', 'length': 25}, {'text': 'How about dog fur (as in golden Retreiver fluff mounds!)', 'length': 56}, {'text': 'Hi BB! Any robot vacuums make the cut? They all', 'length': 47}, {'text': '@suryaf I think we need one of these!', 'length': 37}]"
Watch until the,<Post CcLXby9gFg6>,1060,39,[],10/04/22,"Watch until the end to see how much dirt and dust this machine picks up!! 🤯⁠
⁠
How to Use a Carpet Cleaning Machine with Branch Basics:⁠
⁠
1. If you're renting a machine, make sure to clean it out from chemicals used previously⁠.
⁠
2. Then fill up the base with water⁠.
⁠
3. Add 1-2 tsp Concentrate per gallon⁠.
⁠
4. Start cleaning! ⁠
⁠
5. Let the carpet dry (fans help!)",371,"[{'text': 'Would this work to clean cotton sofa upholstery?', 'length': 48}, {'text': 'Soooooo timely as I’m going to be shampooing tomorrow!!❤️❤️', 'length': 59}, {'text': 'We add some of the Oxy Boost to our machine - comes so clean!', 'length': 61}, {'text': 'We were literally just wondering about this today. Thank you!!!', 'length': 63}, {'text': 'Can you link this machine pls👏', 'length': 30}, {'text': 'What rugs do you recommend for homes with a new baby?', 'length': 53}, {'text': 'Question: we use BB every day and have an ottoman that I’ve tried spot cleaning - well you know how that goes. It’s now a bigger spot. So....now what do I do???\nThank you in advance 😍', 'length': 183}, {'text': 'Yasss!! I want a carpet cleaner but didn’t want to use the toxic cleaner it comes with- glad to know this is an option!', 'length': 119}, {'text': 'Can this be used on upholstery?', 'length': 31}, {'text': 'Is it also good for wood floors?', 'length': 32}, {'text': 'Where is this rug from? How often do you recommend cleaning carpet/rugs?', 'length': 72}, {'text': 'Do you deliver to the UK?', 'length': 25}, {'text': 'What carpet cleaner are you using? Looks really good! (Hope it sells in Canada)', 'length': 79}, {'text': 'We empty the icky water in the toilet, it’s so satisfying to flush away.', 'length': 72}, {'text': 'Awesome! I sprayed all purpose on some stains and was amazed how clean that spot was! I then wondered if I could add concentrate to our carpet cleaner. 😍', 'length': 153}, {'text': 'I use branch basics to clean my carpets -works great and love that all I smell is ‘clean’ fresh carpet and air after', 'length': 116}, {'text': 'I love using this to clean my carpet!! I didn’t know until recently it would work on carpet machines', 'length': 100}, {'text': 'Any recs for a home carpet cleaner?! I only have area rugs that need to be intermittently cleaned', 'length': 97}, {'text': 'This cleaner looks great!', 'length': 25}, {'text': '😍', 'length': 1}, {'text': '@jdajani19', 'length': 10}]"
Save this checklist,<Post CcI3s4LOIbh>,628,18,[],09/04/22,"Save this checklist for Spring Cleaning season 🌷⁠
⁠
If you regularly clean these areas, give yourself a pat on the back!⁠ ⁠
⁠
If you don't usually have time or forget, now's a great time to deep clean and check these areas off!⁠
⁠
+ swipe for some best practice cleaning tips ✨",277,"[{'text': 'As a house cleaner I can tell you most people never clean those things lol', 'length': 74}, {'text': 'How do you recommend cleaning a mattress??', 'length': 42}, {'text': ""Any good recs for how to clean HVAC ducts? Reputable companies and best practices? Our house is 75 yrs old and I'm positive they've never been cleaned 😬"", 'length': 152}, {'text': 'I soaked the vents in my hood in oxygen boost. Omg😳', 'length': 51}, {'text': 'I just bought microfiber cloths for cleaning and what a game changer. No more swiffer for me (except my ceiling fans because I can’t reach) 👏👏', 'length': 142}, {'text': 'The scrub daddy duster is awesome for vents 👏', 'length': 45}, {'text': 'Doing this today! Halfway through!', 'length': 34}, {'text': 'Can you recommend some good microfiber cloths?', 'length': 46}, {'text': '@branchbasics May you further explain second option on second slide. Thank you.', 'length': 79}, {'text': '@repeatrach Spring cleaning!', 'length': 28}]"
Filmed this forever,<Post CcGN9gjAODO>,882,27,[],08/04/22,"Filmed this forever ago (before I was pregnant!) and finally put it together for y’all! 

Here’s how I get stains out of my slipcovers and make them bright white again with Branch Basics: 

1. Spot treat with All-Purpose or Bathroom Spray

2. Remove the slipcovers

3. Soak with 2-3 scoops Oxygen Boost + 1 TBS-ish of Concentrate. I go heavy on the Oxygen Boost in the tub & washing machine b/c I find it makes soak time less. I also soak and wash in multiple loads so the fabric has space to spread out and isn’t super bunched up. 

4. Wash in the machine with capful of Laundry + scoop of Oxygen Boost 

5. Air dry (if the fabric can shrink) 

6. Soften in dryer on low heat

7. Put slipcovers back on (ignore where my daughter cut holes with scissors! 🙈) 

For couches without removable fabric, spot treat stains with All-Purpose and agitate with a damp rag. Use distilled water to avoid mineral rings! You can also test Oxygen Boost in a hidden spot to make sure it doesn’t pull color from the fabric, and agitate in with the All-Purpose if all good. 

Some really heavy stains may take a few rounds of treating, but in the end your couch will likely look new again! ✨

P.S. I vary the water temperature for soaking and washing based on the delicateness of the fabric. For these linen slipcovers, I stick to cold/lukewarm temp. For more durable, I’d try warm or hot.",1370,"[{'text': 'I didn’t put slip covers on my sofa and sofa is off white , what best way to take stain of sofa with the spray b/c I can’t put cushions in . What is your recommendation on this', 'length': 176}, {'text': 'Where did you get the slip covers?', 'length': 34}, {'text': 'What about the places that don’t come off to wash???', 'length': 52}, {'text': 'Could you do this with a cream/tan slipcover or only whites? Thank you!', 'length': 71}, {'text': 'does your oxygen boost help get rid of oil stains on clothes 🥴', 'length': 62}, {'text': 'I need your couch! Where is it from?!', 'length': 37}, {'text': 'What couch do you have?', 'length': 23}, {'text': 'How long do you soak for????', 'length': 28}, {'text': 'Thanks for sharing!', 'length': 19}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'The only way you can have white furniture with kids 🤣🙌🏼', 'length': 55}, {'text': 'This is so helpful! Thanks for sharing 🙌', 'length': 40}, {'text': '💜💜💜', 'length': 3}, {'text': 'This totally works! I had a very dark stain on a couch slipcover - on the arm rest just from life with kids, pets et and I tried everything before to get it out. Oxygen boost and the all purpose cleaner removed it completely after 2 soaks in the sink last year. Seriously it was there for years never came out with hand scrubbing or washing machine. My slipcover and cushion covers are 13 years old and now because of @branchbasics they are completely refreshed as I use it in the washer when cleaning these covers. My husband thanks you 😂 because I’m no longer looking for a new couch 🛋', 'length': 587}, {'text': '@gabbyschultz1', 'length': 14}]"
✨ Our Next,<Post CcEJ2zzJCVs>,87,1,[],07/04/22,"✨ Our Next Episode ✨ ⁠
⁠
Miranda Bennett joins us to talk about her collection of modern, plant-dyed apparel. She discusses starting her own clothing line, the complexities of sustainability in the fashion industry and her passion for circular fashion. ⁠
⁠
P.S. @mirandabennettstudio is sharing a code with you all. Use ""Branch15"" for 15% off if you order in the next month.⁠
⁠
Available on Apple and Spotify!",409,"[{'text': 'Love finding clothing brands that are good for human health!', 'length': 60}]"
"TWO products, DOZENS",<Post CcDUWg9uDJf>,297,9,[],07/04/22,"TWO products, DOZENS of uses! ⁠
⁠
Our Concentrate & Oxygen Boost can tackle...⁠
• Surfaces⁠
• Stains⁠
• Grout⁠
• Sinks⁠
• Windows⁠
• Laundry ⁠
• Floors & Furniture⁠
• & so much more⁠
⁠
Get our User Guide now to see all the different Branch Basics cleaning uses (link in bio).⁠",276,"[{'text': 'my two fav products!!! <3 you, BB', 'length': 33}, {'text': 'Are all your products safe for dogs?', 'length': 36}, {'text': 'This packaging though 😍', 'length': 23}, {'text': 'Hi. Where can I purchase them? I live outside from where you stay.', 'length': 66}, {'text': 'LOVE', 'length': 4}]"
Ways to Make,<Post CcA_LEdrYCC>,317,15,[],06/04/22,"Ways to Make Spring Cleaning Less Overwhelming...⁠
⁠
1. Start by tidying up and get rid of clutter along the way!⁠
⁠
2. Follow a checklist to stay organized.⁠
⁠
3. Tackle one room at a time and break down into manageable tasks.⁠
⁠
4. Set a timer and get as much cleaning done as you can.⁠
⁠
Do you have any other tips that make spring cleaning season easier? Share with us below!⁠",380,"[{'text': 'Focus on deep cleaning one room a day.  I also like the get rid of 5 things rule when I look in a medicine cabinet or drawer etc.  I used to be a home organizer before I had my son.  So much is also about turning down visual noise and slowing down what comes in the house so it feels balanced and spacious for the daily goings on.', 'length': 330}, {'text': 'Take pics. Do the before and after thing, even if you don’t show anybody. I can’t often tell how much I’ve done, so photos help (and then you can make a “let’s clean out my phone” game)\n\nI feel like these tips are really good advice for the neuro-typical brain… for the more divergent (I have ADHD and friend w/ autism) I’d say bounce around as much as you want. Make a game like “I’m only cleaning up orange things today”. Trick your brain, bribe yourself, take a nap when you’re done.', 'length': 486}, {'text': 'I set a 15 minute timer when folding laundry because I hate it and 15 minutes feels achievable😂', 'length': 95}, {'text': 'I use three boxes or containers one for donations, another to save and last one to toss it.  This help me to keep organized. We accumulate so much stuff lol', 'length': 156}, {'text': 'I have a question about your laundry soap. Is there a way to do a glass version? So I can put it in a glass pump bottle AND is there a travel laundry soap? Thanks', 'length': 162}, {'text': '4# works the best for me. You can be super focused and go to town on your task.', 'length': 79}, {'text': '@branchbasics hello I am based in the UK, what’s the best site to order from?', 'length': 77}, {'text': 'Yes! Follow @the.decluttered.mom! 💕💕💕', 'length': 37}]"
So satisfying 😍,<Post Cb-l4OYJhpJ>,1401,66,['tossthetoxins'],05/04/22,"So satisfying 😍 ⁠
⁠
Want to declutter during spring cleaning? Our one Starter Kit can replace all your cleaning supplies! ⁠
⁠
Swipe to see 🤗 #TossTheToxins",155,"[{'text': 'When are u coming to Ireland 🇮🇪', 'length': 31}, {'text': 'This was me moving into my new house this week! Byeeee toxins 👋', 'length': 63}, {'text': ""That's what I'm working my way to!"", 'length': 34}, {'text': 'I’ve been debating this product for the longest only because of the price. Is it really worth it? Can it really replace all cleaning products?', 'length': 142}, {'text': 'My house literally sparkles  like never before', 'length': 46}, {'text': 'Wow, want it so bad! Will you be delivering to EU soon? ✨', 'length': 57}, {'text': 'I’m considering switching all my products for yours. We have a lot of wooden furniture. What do you suggest for replacing furniture polish?', 'length': 139}, {'text': 'Agreed- the swifter duster is a necessity 🤣 along with the branch basics 😍', 'length': 74}, {'text': 'Minimizing + cleaning perfection!', 'length': 33}, {'text': 'Yes!!!! 🙌🏻🙌🏻 Goals!!!', 'length': 21}, {'text': '🙌🙌', 'length': 2}, {'text': 'It’s very satisfying. My husband replaced the garbage disposal on Sunday and I pulled out 3 items from under the sink. I told him how happy that makes me that we #tossedthetoxins', 'length': 178}, {'text': ""That's it!!!"", 'length': 12}, {'text': 'YES 🙌🏻', 'length': 6}, {'text': '🙌👏😍', 'length': 3}, {'text': 'Very!!', 'length': 6}, {'text': 'Literally ALL you need!!!', 'length': 25}, {'text': 'Yeeeessssssssss!', 'length': 16}, {'text': '👏👏🙌🙌❤️', 'length': 6}, {'text': 'Yes!!!', 'length': 6}, {'text': 'Oh yes!', 'length': 7}, {'text': 'Beat stuff EVER!!!!🙌', 'length': 20}, {'text': '👏👏👏', 'length': 3}, {'text': '👏👏 the best!! Looks like those newly cleaned out shelves could use a fresh coat of paint 😉', 'length': 90}, {'text': 'Truth! I just donated all of my “other” cleaning supplies!!', 'length': 59}, {'text': 'Exactly 🙌', 'length': 9}, {'text': '👏👏👏', 'length': 3}, {'text': '@branchbasics when is your next sale on concentrate? I’m running low but never want to buy and then come to find a holiday deal is right around the corner 🤪', 'length': 156}, {'text': '@branchbasics you should stop using swiffer too. It’s plastic waste. Use reusable mops or a bona mop. Use something that can be washed and reused and not tossed in the garbage.', 'length': 176}, {'text': '@branchbasics How do you recommend safely disposing of the other cleaners?', 'length': 74}, {'text': 'Love this!! 100% 🤩', 'length': 18}, {'text': '👏👏👏', 'length': 3}, {'text': '@heathernshanahan 😳', 'length': 19}, {'text': 'My favorites ever!!!', 'length': 20}, {'text': '👏👏👏', 'length': 3}, {'text': '@thejaybeareats', 'length': 15}, {'text': 'Jesus loves you', 'length': 15}, {'text': 'This. 🙌 Branch Basics has no doubt my best purchase of 2022 so far!', 'length': 67}, {'text': '@missmariss77', 'length': 13}, {'text': 'What do you recommend for cleaning silver? I’ve gotten rid of all my toxic cleaning products and replaced with BB but I don’t know if a good option for silver.', 'length': 159}]"
Spring is here,<Post Cb7mpKNO4aK>,222,13,"['springcleaning', 'housecleaningtips', 'cleaningtips', 'springcleaningtips']",04/04/22,"Spring is here and we all know what that means: it's time for spring cleaning! ⁠
⁠
Follow our Spring Cleaning Guide (link in bio!) to make sure your home gets the best, non-toxic clean.⁠
⁠
#springcleaning #housecleaningtips #cleaningtips #springcleaningtips",257,"[{'text': 'Hi! I just purchased the Starter Kit. Wondering if I can use the products on my counters to sanitize when cleaning up raw chicken or raw meat juice? Excited to start cleaning! Thank you!', 'length': 186}, {'text': 'Hi! Is the all purpose cleaner safe to use on quartz countertops?', 'length': 65}, {'text': 'Another question for you! Let’s say I’ve been changing a poopy diaper—will the foaming soap safely clean my hands so I can pick up my kids?', 'length': 139}, {'text': 'Hi. How do I clean a cordless vacuum (bin & attachments) Thanks!', 'length': 64}]"
Cleaning Cutting Boards,<Post Cb58rJgJCa2>,592,11,[],03/04/22,"Cleaning Cutting Boards ⁠
(darn those beets, blueberries, dragonfruit!)⁠
⁠
1. Rinse off with hot water. ⁠
2. Spray with All-Purpose, let sit for 30 seconds.⁠
3. Scrub.⁠
4. Rinse with hot water.⁠
5. Let air dry.⁠
⁠
Non-Toxic Germ Removal and Disinfecting for Surfaces⁠
⁠
➡️ The safest way to get rid of harmful germs without leaving behind resistant bacteria is to remove them vs. killing them.⁠
⁠
If you want to disinfect, use Hydrogen Peroxide and/or Vinegar.",460,"[{'text': 'About every 6 months people need to oil their cutting boards with a cutting board oil available in a variety of stores. The constant washing and drying of cutting boards will eventually dry them out causing the finish to fade and eventually crack. Applying a little oil to them will prolong the life of wood cutting boards and avoid the dull cracking boards that happen over time.', 'length': 380}, {'text': 'Do you recommend a nontoxic cutting boards?', 'length': 43}, {'text': 'Need me one of these 😍', 'length': 22}, {'text': '👏👏', 'length': 2}, {'text': '@branchbasics do you seal your wooden cutting boards and if so what do you use?', 'length': 79}]"
4 steps for,<Post Cb5MqOPLHIn>,725,28,[],03/04/22,"4 steps for choosing the right water filter...⁠
⁠
1️⃣ Have your water tested if you are on a well or obtain your local water quality report if you are on a city or municipal system to uncover exactly which chemicals you’re dealing with.⁠
⁠
2️⃣ Research which home water filtration equipment will remove those specific toxins.⁠
⁠
3️⃣ Determine what’s best for your home, lifestyle, and budget.⁠
⁠
4️⃣ Remove other sneaky sources of water contamination throughout the home (plastic cups, bottles etc).⁠
⁠
Click our link in bio for more information on each step.",559,"[{'text': 'We live in the city and drink bottled water. Looking for something better any suggestions?', 'length': 90}, {'text': 'I’ve searched many filters and haven’t found one that I can use. Living in Kentucky I’m dealing with lime stone and the effects it has on my kidneys. Having suffered six times in one year with kidney stones, a urologist told me it was the water in Kentucky that I needed to avoid. If anyone knows of a filter that would help with lime stone sediments, I’d greatly appreciate your input.', 'length': 386}, {'text': 'So i tried doing glass jug Mountain Valley supposedly top of the line spring water! 1st jug caused horrid GI got real sick it was contaminated! Was over charged for getting all new set up! Didnt see much change after 3.5 months!  Any suggestions? Where im not being poisoned or robbed? Be appreciated', 'length': 300}, {'text': 'I would love to know where the stand is from too.', 'length': 49}, {'text': 'Any suggestions for a whole house unit? ❤️', 'length': 42}, {'text': 'Where is that stand from?? I want one!!', 'length': 39}, {'text': 'could you share filter brands that you recommend!?', 'length': 50}, {'text': 'Where is the stand from?', 'length': 24}, {'text': 'Where can you get the stand from? I have a Berkey', 'length': 49}, {'text': 'LOVE the stand! Also, ewg.org/tapwater is a great resource on this topic. 🙌', 'length': 75}, {'text': 'Is this one better than Berkey?', 'length': 31}, {'text': 'Such a great resource🤌🏼 Love the stand! Now I need to look into one of those', 'length': 76}, {'text': 'Looks just like the berkey', 'length': 26}, {'text': 'Can’t find on their site of it clears nitrates/nitrites…we live in the country and have had our water tested. High in both from our well water from farm ground', 'length': 159}, {'text': '@keeleeladnier__', 'length': 16}]"
⬅️ Throwback to,<Post Cb2lRd6uECu>,742,25,[],02/04/22,"⬅️ Throwback to the early days when our co-founders, Kelly and Allison, designed our labels in PowerPoint!!",107,"[{'text': 'I would also love to buy the concentrate in bulk! That is my one complaint about BB - I would love a more eco-conscious option for the concentrate and oxygen boost (like refill options instead of buying a new container every time)', 'length': 230}, {'text': 'Para cuándo en España?', 'length': 22}, {'text': 'Loved it and love it :)', 'length': 23}, {'text': 'I would really love the bigger bottle of conentrate, I prefer bulk buying my items.', 'length': 83}, {'text': 'I still use this soap pump!', 'length': 27}, {'text': 'Still have an old gallon jug and pump in my laundry cabinet! AND all the old bottles/dispensers!!! :)', 'length': 101}, {'text': 'Wow!! I keep wanting to pull the trigger but I am having a hard time with the $49.  With a cleaning business I stick to vinegar because of price.', 'length': 145}, {'text': 'Pretty please make a bigger concentrate! 😍', 'length': 42}, {'text': 'I totally wish we could still buy a gallon!', 'length': 43}, {'text': 'I remember those labels! 👏', 'length': 26}, {'text': 'I wish you sold a gallon', 'length': 24}, {'text': 'Gallons would be a dream!!!', 'length': 27}, {'text': 'I need a gallon of concentrate!!!!', 'length': 34}, {'text': '@branchbasics please reintroduce the gallon! Or bigger sizes of the oxygen boost!', 'length': 81}, {'text': '@branchbasics your products vegan?', 'length': 34}, {'text': 'I just started washing Gray Heron muslin blankets in Branch Basics and am thrilled to ensure our organic blankets stay toxin-free with @branchbasics yay for your evolution!', 'length': 172}, {'text': 'I remember my first purchase of @branchbasics back in 2015! Been hooked ever since!', 'length': 83}, {'text': '@mommakat1980 just ordered their starter pack!', 'length': 46}]"
📣 📣 Be,<Post Cbzz-UuAjoz>,1976,136,[],01/04/22,📣 📣 Be the first to grab OUR NEW LIMITED EDITION PRODUCT! 🎉🌲✨,61,"[{'text': 'Please tell me I was not the only one who went to the website to buy these 😂🤦🏻\u200d♀️🤣', 'length': 82}, {'text': 'Whatttt🔥', 'length': 8}, {'text': 'Okay you got me. It’s sad how excited I got 😂', 'length': 45}, {'text': '😂😂😂😂', 'length': 4}, {'text': 'Here’s the deal, I don’t trust anything today because it’s April fools lol', 'length': 74}, {'text': 'I literally was searching the whole website for it lol 😂', 'length': 56}, {'text': '😂😂😂', 'length': 3}, {'text': 'Amazing!!! 🙌 so excited!!', 'length': 25}, {'text': 'Omg!!!!!!! 🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻', 'length': 21}, {'text': 'I got so excited! And was so curious how y’all were making a clean air freshener…then I remembered the date 🤦🏻\u200d♀️', 'length': 113}, {'text': 'Hahaha this is way too good!', 'length': 28}, {'text': 'the first one I fell for today😅', 'length': 31}, {'text': 'love a good april fools!', 'length': 24}, {'text': 'Definitely got me!', 'length': 18}, {'text': 'I was like huh 🤣🤣', 'length': 17}, {'text': 'Not gonna lie, this one really got me😂', 'length': 38}, {'text': '😂😂 I got so excited', 'length': 19}, {'text': 'Well you got me 😂😂😂😂', 'length': 20}, {'text': 'HAHAHHAHA!!!!!! Amazing!', 'length': 24}, {'text': '😂😂😂', 'length': 3}, {'text': '😂', 'length': 1}, {'text': '😂😂😂', 'length': 3}, {'text': 'Haha that is a good one!', 'length': 24}, {'text': 'Whhhhat 🔥🔥', 'length': 10}, {'text': '😂😂', 'length': 2}, {'text': '😂😂😂 best one yet.', 'length': 17}, {'text': 'Omgggg 😂😩😩😩', 'length': 11}, {'text': 'Ha! I totally fell for it', 'length': 25}, {'text': 'Aw man this would actually be a good idea 😂', 'length': 43}, {'text': 'I totally fell for it! I was thinking maybe charcoal and essential oils?? Somehow Purify the air and also smell great?? 🤷\u200d♀️ Lol\nIf anyone could do it- it’s BB 🙌', 'length': 161}, {'text': 'Hahahah went to the website to order 😂', 'length': 38}, {'text': 'Iconically fresh!', 'length': 17}, {'text': 'Haha yes!', 'length': 9}, {'text': 'I almost fell for it! 😂', 'length': 23}, {'text': 'I need this!!', 'length': 13}, {'text': 'Haha too funny😂', 'length': 15}, {'text': 'Omg. I was screaming and realized it’s April fools….. 😭😭😭😭😭', 'length': 59}, {'text': 'YES! Here for this!', 'length': 19}, {'text': '😂April Fools👏', 'length': 13}, {'text': 'Oh so excited for this. 👏', 'length': 25}, {'text': 'Whatttt🔥', 'length': 8}, {'text': 'Wait I got so excited 😂😂', 'length': 24}, {'text': '😂😂😂😂😂😂', 'length': 6}, {'text': '😂😂 @heyalimae', 'length': 13}, {'text': '😂😂😂😂😂😂😂', 'length': 7}, {'text': '@laur.kris', 'length': 10}, {'text': '@hannah_kennaley I got got 🤣🤣🤣', 'length': 30}, {'text': '@michshely this is soooo good🤣', 'length': 30}, {'text': 'You got me 😂😂', 'length': 13}, {'text': 'Dang…. I was really hoping this was real. I was looking forward to having a non toxic air freshener in my car 🥲😂', 'length': 112}]"
We asked the,<Post CbxO21Au2wg>,367,7,[],31/03/22,"We asked the Branch Basics team what they do to be more green in the kitchen...🌿⁠
⁠
What are your green tips?!",110,"[{'text': 'Natural sponges. No more plastic waste from sponges gone stinky 🎉', 'length': 65}, {'text': 'I have not used ziplock bags in over 10 years. I only use glass containers for food and if plastic comes from food, we reuse it for our pup to pick up his things. We use old towels as rags for everything and we have a ton of them!', 'length': 230}, {'text': 'When will you ship to Australia?', 'length': 32}, {'text': 'These are wonderful tips. I especially want to cut down on paper towel usage', 'length': 76}, {'text': 'Great ideas! 👏🏽', 'length': 15}, {'text': 'I have kitchen wash clothes for tables, counters, spills, etc. Use a coffee press so no filters or pods. Also use cloth netted drawstring bags for produce instead of plastic bags!', 'length': 179}]"
GIVEAWAY CLOSED -,<Post Cbu3NfMN7jM>,2692,4646,[],30/03/22,"GIVEAWAY CLOSED - Winner was contacted 

✨GIVEAWAY TIME ✨⁠
⁠
We have teamed up with some of our favorite kitchen essentials brands to make your kitchen yummier, tidier, and healthier! 

One lucky winner will win $150 gift cards from Branch Basics, HU Kitchen, LoveBird Cereal and Weck Jars. An Almond Cow Starter Kit and a gift card for 6 bottles of Dry Farm Wines.  Prize value is over $1,000!⁠
⁠
To Enter:⁠
💚 Like the post!⁠
📱Follow all brands! @almondcow, @branchbasics, @dryfarmwines, @eatlovebird, @hukitchen, @weckjars⁠
👯‍♀️ Tag a bestie (Tag up to 10 friends, 1 tag= 1 entry)⁠
⁠
No purchase is necessary to enter. Giveaway ends 4/1/2022 at 11:59 PM PT. One winner will be randomly selected and contacted via this account. Participants must like the post, tag a friend, and follow all brands to complete their entry. Every comment counts as a new entry.⁠
⁠
Must be 21+ and located within the contiguous USA to win. By entering this giveaway, you acknowledge that this is not sponsored, endorsed, or administered by or associated with Instagram, and you release Instagram of all responsibility.⁠
⁠
🚨 Disclaimer: We will only ever communicate about our giveaway using our @branchbasics account⁠⁠⁠.",1201,"[{'text': 'We love this! 😍❤️🍷', 'length': 18}, {'text': '@misssy.porter', 'length': 14}, {'text': '@tanan.b @gnnjie @kherlendovdon', 'length': 31}, {'text': '@sparkelsey add branch basics to your wedding registry!', 'length': 55}, {'text': '@cookingwithriccis', 'length': 18}, {'text': '@kebrennan321', 'length': 13}, {'text': '@l3v3sq', 'length': 7}, {'text': '@meloveeyouu', 'length': 12}, {'text': '@meghanbuzzzz 😍😍', 'length': 16}, {'text': 'STOP THIS IS MY DREAM GIVEAWAY I WOULD DIEEEE \n@abigailmichele', 'length': 62}, {'text': '@kimmy1oo33 @xmelina.abigailx @_xomich_ @therealbillynick @george.alarcon8', 'length': 74}, {'text': '@andi_samperi', 'length': 13}, {'text': '@katehaznaw', 'length': 11}, {'text': '@imjesslikedat', 'length': 14}, {'text': '@ajun68', 'length': 7}, {'text': '@sarah_michelle_lawrence want all these lovely things! 🤗🤗', 'length': 57}, {'text': '@lyss.lehman', 'length': 12}, {'text': '@ktgotbandz', 'length': 11}, {'text': '@kikistunez5 @ardougherty2058', 'length': 29}, {'text': '@_stacey.jean', 'length': 13}, {'text': '@eflaliberte', 'length': 12}, {'text': '@gallred72', 'length': 10}, {'text': '@ehamachek', 'length': 10}, {'text': '@twintowers_j @itsdiggy @n.chee @carogdavis @theiwaniuks @amarie_mor10 @tinkercyn @twintowers_s @desiree1311988 @xxdizgirl_2022', 'length': 127}, {'text': '@khamilsadiq', 'length': 12}, {'text': '@doggymelow', 'length': 11}, {'text': '@realnutritiousliving promise I will share with you', 'length': 51}, {'text': '@betterbeauty.beks', 'length': 18}, {'text': '@elisaraspanti', 'length': 14}, {'text': '@annieholderman', 'length': 15}, {'text': '@rachhikes', 'length': 10}, {'text': '@tiffany_mallo', 'length': 14}, {'text': '@malika13', 'length': 9}, {'text': '@radtinyhome', 'length': 12}, {'text': '@kaitblom', 'length': 9}, {'text': '@hootie8213', 'length': 11}, {'text': '@jaygunderson', 'length': 13}, {'text': '@tourmaline_collective', 'length': 22}, {'text': '@mamatashas', 'length': 11}, {'text': '@kristin_e_stanley', 'length': 18}, {'text': '@ashlirobak', 'length': 11}, {'text': '@julia_foersch', 'length': 14}, {'text': '@tropical_biohacker', 'length': 19}, {'text': '@lpmcnelis', 'length': 10}, {'text': '@drjj13', 'length': 7}, {'text': '@masianxxo', 'length': 10}, {'text': '@jesslind23', 'length': 11}, {'text': '@kacey_ciufo', 'length': 12}, {'text': '@thefreedomwagon', 'length': 16}, {'text': '@_londoncollins', 'length': 15}]"
"""We love the",<Post CbsBMWuuvMy>,217,5,['testimonialtuesday'],29/03/22,"""We love the products!! We have replaced every toxic cleaner in our home as well as hand soap and dish detergent. We are very minimal with our lifestyle, so I love having one product that I can use for just about everything!!⁠
⁠
BB has already saved several burnt pots and pans and cleaned just about every surface of our home!! I am so thankful for finding this product and have been sharing and recommending it to everyone we know!!""⁠
⁠
#TestimonialTuesday",458,"[{'text': ""I use only water to clean my walls and table tops. I can't find Good non toxic brands in UK."", 'length': 92}, {'text': '🤍🌿 couldn’t agree more!!!✨ sent you a msg 💌', 'length': 43}, {'text': '@branchbasics when will the dishwasher tablets be back in stock?', 'length': 64}, {'text': 'For hand washing dishes do you just use the hand pump?', 'length': 54}]"
