,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Chobani Bingo! How,<Post CbSzkadu75u>,354,11,[],19/03/22,Chobani Bingo! How many have you done? ✔️,41,"[{'text': '6', 'length': 1}, {'text': '9 😮 o0o0o', 'length': 9}, {'text': '@talialevinas all 9 🍶', 'length': 21}, {'text': 'Who doesn’t lick the lid!!!😂😂', 'length': 29}, {'text': 'Omg all of the above', 'length': 20}, {'text': 'BINGO! Done all of them!!', 'length': 25}, {'text': '6', 'length': 1}, {'text': 'Chobani creamer is L I T E R A L L Y the best creamer I’ve ever had and I’m a life-long coffee drinker 😋', 'length': 104}, {'text': 'Bingo !! 3', 'length': 10}, {'text': 'literally all of them but yogurt in the soup 🧐', 'length': 46}]"
#Lucky you! Just,<Post CbNR9CBs7pU>,882,74,['lucky'],17/03/22,#Lucky you! Just in time for St. Patrick’s Day ☘️ Limited Edition Paddy’s Lucky Batch ☘️ Chobani Coffee Creamer makes every sip of coffee luckier than the last. Try your luck and taste it.,188,"[{'text': 'Never can find!', 'length': 15}, {'text': 'Haven’t seen them anywhere in MD.', 'length': 33}, {'text': 'Was never able to find in my area 😢', 'length': 35}, {'text': 'How long will this be out! I had this heavenly liquid only once and now I can’t find it anywhere 😭😭😭😭 don’t do me like this chobani 🥲', 'length': 133}, {'text': 'Amazing flavor!!', 'length': 16}, {'text': 'Quite literally the best creamer ever', 'length': 37}, {'text': 'Please make this permanent. The only flavored creamer I like 😢😍😍😍', 'length': 65}, {'text': 'Yum!!! ☘️', 'length': 9}, {'text': 'Always a great day when I see my grocery store loaded up with the green bottles! Ps-please also bring back cookies and cream!!❤️❤️🙌🙌', 'length': 132}, {'text': 'Bring it back please!!! It was AMAZING!!', 'length': 40}, {'text': '💚☘️I’ve been looking for it for weeks, haven’t seen it anywhere in the Chicago area', 'length': 83}, {'text': 'Amazing! 🍀💚 Horchata Creamer sounds good for the next special batch!', 'length': 68}, {'text': ""There hasn't been any in Massachusetts!! 😭😭😭"", 'length': 44}, {'text': 'Absolutely the best!!! ☘️☘️☘️', 'length': 29}, {'text': 'Make this permanent!!', 'length': 21}, {'text': 'I am really enjoying this flavor, I got all at my store 🤫🤫🤫', 'length': 59}, {'text': 'Omg i need!!!', 'length': 13}, {'text': 'Bought a backup last week lol', 'length': 29}, {'text': 'This should be a full time flavor. I found it once and have been hunting for it since.', 'length': 86}, {'text': 'Amazing!! So sad it’s seasonal!', 'length': 31}, {'text': 'First of all y’all coffee creamer is sent by God to me personally. I’m obsessed. I need to find this one. It makes everything better, milk yogurt coffee ! It’s delicious', 'length': 169}, {'text': 'This was my favorite! Please tell me it’s year round.', 'length': 53}, {'text': 'Found this by accident through Instacart because Sprouts was out of Hazelnut and it 👏🏽 is 👏🏽 bomb 👏🏽', 'length': 100}, {'text': 'Bring it back!! I would get it year round!!', 'length': 43}, {'text': 'Please keep this flavor around - it is amazing!! I went back to my local Kroger last night to buy enough to last me until the end of may (based on the expiration date).', 'length': 168}, {'text': 'This one is sooooo good!!!!!', 'length': 28}, {'text': 'WOOHOO!!!!!!!!!!!!!!! I’m gonna drink 50 of these', 'length': 49}, {'text': '🔥', 'length': 1}, {'text': 'For the love of God, please make this a permanent flavor. Not to be dramatic, but I can’t live a day without it. I even went online to your website to see if I could vote to make it a permanent flavor. Please. I’m begging you!!!!', 'length': 229}, {'text': '@chobani I never received my $ back for your rebate promotion you were having on the creamer 😔.', 'length': 95}, {'text': 'Best one ever 🍀🇮🇪☘️', 'length': 19}, {'text': ""I can't find this anywhere! Every store I've visited has been plumb out. :("", 'length': 75}, {'text': 'Yummm!!', 'length': 7}, {'text': 'It’s SO good', 'length': 12}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '🍀', 'length': 1}, {'text': 'Literally the taste that every peppermint creamer out there aspires to be! Amazing❤️', 'length': 84}, {'text': 'Can’t find anywhere in Cleveland', 'length': 32}, {'text': ""I haven't found it here y san juan tx😢 please send more of your flavors to south texas please!"", 'length': 94}, {'text': 'Looks nice', 'length': 10}, {'text': 'What am I going to do when this is gone?!?!', 'length': 43}, {'text': ""Please bring this back, or rebrand it for a permanent flavor. I'd pay more just to have it. 🙏🏽"", 'length': 94}, {'text': 'Mint and cookies flavored?! Sign us UP 🙌', 'length': 40}, {'text': '@chobani this is my favorite one i brought one store out of them and now i can’t find it any where 😔😔', 'length': 101}, {'text': 'Can’t find anywhere 😭', 'length': 21}, {'text': 'Never found it here in PA', 'length': 25}, {'text': 'Finally found it in @sprouts', 'length': 28}, {'text': 'Those are literally so good', 'length': 27}, {'text': 'Haven’t seen this one 😮 also can’t find my vanilla oat milk anymore 😢 I need more #chobani', 'length': 90}, {'text': 'It is SO SO SO good. I’m literally going to crawl into bed and die when they stop making it.', 'length': 92}]"
❤️ at first,<Post CbIwfqzpX4W>,263,43,['flavor'],15/03/22,❤️ at first sight. Leave your #flavor in the comments,53,"[{'text': 'Lemon 💛🍋', 'length': 8}, {'text': 'Lemon!', 'length': 6}, {'text': 'Please do lavender!', 'length': 19}, {'text': 'More 😍😂', 'length': 7}, {'text': 'Key Lime!', 'length': 9}, {'text': 'peach!', 'length': 6}, {'text': 'Coconut', 'length': 7}, {'text': 'Naan flavor. Let’s go!!', 'length': 23}, {'text': 'Blueberry 💙 💙', 'length': 13}, {'text': 'Lemon :)', 'length': 8}, {'text': 'S’mores 😍', 'length': 9}, {'text': 'Mixed berry', 'length': 11}, {'text': 'VANILLA', 'length': 7}, {'text': '🍋 lemon i actually saw many flavors in here.', 'length': 44}, {'text': 'Mango!', 'length': 6}, {'text': 'Berry I saw first', 'length': 17}, {'text': 'Lemon 🍋', 'length': 7}, {'text': 'Mango 🥭', 'length': 7}, {'text': 'Coconut', 'length': 7}, {'text': 'Spiced hot chocolate 🤷🏼\u200d♀️', 'length': 26}, {'text': 'Lemon', 'length': 5}, {'text': 'Been looking all over for mint for my daughter', 'length': 46}, {'text': 'Coconut', 'length': 7}, {'text': 'Mango!! I’m so down😍', 'length': 20}, {'text': 'Vanilla', 'length': 7}, {'text': 'Blueberry', 'length': 9}, {'text': '🍑', 'length': 1}, {'text': 'Peach 🍑', 'length': 7}, {'text': 'S’mores!😍', 'length': 9}, {'text': 'Coconut 🥥', 'length': 9}, {'text': 'Coconut!', 'length': 8}, {'text': 'Coconut', 'length': 7}, {'text': 'Lemon', 'length': 5}, {'text': 'Smores!', 'length': 7}, {'text': 'Lemon', 'length': 5}, {'text': 'Blueberry', 'length': 9}, {'text': 'Peach duh', 'length': 9}, {'text': 'I suppose it’s Lemon 🍋', 'length': 22}, {'text': '@tsaglimbeni blueberry', 'length': 22}, {'text': '🍑 peach', 'length': 7}, {'text': 'peach 🍑 \nmomo in japanese 😋', 'length': 27}]"
"Good at math,",<Post CbFw0ryufWh>,761,13,['piday'],14/03/22,"Good at math, great at snacks … #PiDay",38,"[{'text': 'Alright who came up with this? The backwards 3.14.. reveal yourself!', 'length': 68}, {'text': '😂 Best thing I’ve seen all day 😂', 'length': 32}, {'text': '@paulinaquirozr', 'length': 15}, {'text': 'Hahah I have this flavor in the fridge', 'length': 38}, {'text': 'My favorite flip flavor!!💚', 'length': 26}, {'text': 'Very clever. Such a great flavor!!', 'length': 34}, {'text': '😋', 'length': 1}, {'text': 'best flip flavor', 'length': 16}, {'text': 'This is my favorite 🍈🥧', 'length': 22}, {'text': 'Hamdi ulukaya mutlaka ulaşmam lazım', 'length': 35}, {'text': 'Genius!', 'length': 7}]"
"Stop scrolling, start",<Post CbDWzONutKW>,263,2,[],13/03/22,"Stop scrolling, start snacking.",31,"[{'text': 'These are so good!! Perfect snack or for breakfast!!', 'length': 52}, {'text': 'Acil cevap alayım', 'length': 17}]"
Comment 🔥 for,<Post Ca-XgphDvOp>,1206,239,[],11/03/22,Comment 🔥 for Sizzlin’ Brown Sugar or ☘️ for Lucky Batch.,57,"[{'text': 'Anything Lo Carb ??', 'length': 19}, {'text': '🍀💗🍀', 'length': 3}, {'text': 'Can’t find the lucky batch anywhere!!!! 🍀🍀🍀🍀🍀', 'length': 45}, {'text': 'How can I find stores that have the mint?', 'length': 41}, {'text': 'Please send the Paddy’s Lucky Batch to northeast Ohio!! Can’t find anywhere 😢', 'length': 77}, {'text': '🍀', 'length': 1}, {'text': 'Brown sugar gives the worst burps 🤢', 'length': 35}, {'text': 'Is the milk used pasturized?', 'length': 28}, {'text': 'Lucky batch!! ☘️ please make this a standard! It was so delicious. Went back to the store to stock up and it was all gone!', 'length': 122}, {'text': '🍀 is ⚡️🔥.. took one sip & ready to go back to @giantfood to re-up. As a mint chocolate chip fan, 10/10!', 'length': 103}, {'text': '🍀', 'length': 1}, {'text': 'Sizzling brown sugar is horrible! Did y’all even try this stuff before sending it out to stores?  It tastes like metal.', 'length': 119}, {'text': 'Yuck! 🤮 Brown Sugar it the worst one!! Discontinue!  SWEET CREAM 😋only!!!', 'length': 73}, {'text': ""Lucky Batch is pretty good. Brown sugar is really bad, I'm so sorry to say. Please bring back cookies and cream!!"", 'length': 113}, {'text': 'Brown sugar, ❤️', 'length': 15}, {'text': 'Mint', 'length': 4}, {'text': ""I just bought the Paddy's Lucky Batch flavored Chobani Coffee Creamer on sale with digital coupon for 99 cents at @shopritestores!  Perfect for #stpatricksday! ☘☘🍀🍀"", 'length': 164}, {'text': '☘☘🍀🍀💚💚', 'length': 6}, {'text': '🔥🔥🔥🔥', 'length': 4}, {'text': 'Love the brown sugar, but my store doesn’t ever have the lucky batch 😭😭😭', 'length': 72}, {'text': ""I can't find my shamrock emoji otherwise I'd list 100 of those. Love the St Paddy's Day, but we want Cookies and Cream back!!❤️"", 'length': 127}, {'text': 'Yass we got more flavors', 'length': 24}, {'text': 'Lower the price a lil bit the gas prices high as it is', 'length': 54}, {'text': '🔥🔥🔥', 'length': 3}, {'text': '☘️ So good!', 'length': 11}, {'text': '🔥', 'length': 1}, {'text': '🔥', 'length': 1}, {'text': '@theresavolk have you had the brown sugar?', 'length': 42}, {'text': '🔥🔥🔥', 'length': 3}, {'text': '☘️☘️☘️ for sure!! The brown sugar had a weird taste!', 'length': 52}, {'text': '@chobani are you planning on addressing the toxic after-taste hundreds of customers have complained about?', 'length': 106}, {'text': 'I was ready to make a doctors appointment, thinking I was having some sort of stomach issues because of these foul burps. Like, I was panic googling worst case scenario before I made the connection and realized others were having the same problem. You need to pull this stuff.', 'length': 276}, {'text': 'The worst burnt popcorn flavored burps after Sizzlin’ Brown Sugar!', 'length': 66}, {'text': 'The brown sugar had a horrendous aftertaste and burps were awful! I threw mine out! Such a bummer!', 'length': 98}, {'text': 'Why does the brown sugar one have a TERRIBLE burping aftertaste?? 😭😭 I wanted so much to love it but I just had to toss it.', 'length': 123}, {'text': 'Brown sugar all day!', 'length': 20}, {'text': 'Brown sugar has the aftertaste of battery acid and gasoline', 'length': 59}, {'text': 'Is is spicy that sizzling?', 'length': 26}, {'text': '🔥', 'length': 1}, {'text': 'Bring back Cookies & Cream!! The Sizzlin Brown sugar taste is good but all day when i burp it taste like burnt green peppers lol', 'length': 128}, {'text': '☘️☘️☘️☘️ bring it back full time', 'length': 32}, {'text': ""Brown sugar gives you the worst burps and none of the other creamers have done this before 😢 it sucks as I'm a huge supporter of chobani products"", 'length': 145}, {'text': 'Recall brown sugar. That after taste!!! 🤢', 'length': 41}, {'text': 'After seeing the reviews and trying for myself @chobani why haven’t you addressed the multiple complaints on google reviews and your own page about the brown sugar? Very disappointing and it should be recalled. And I love brown sugar anything normally. Not that one. It’s an immediate horrible aftertaste and like many have said gasoline/burnt of some sorts. Fix it or take it off the shelves 😣', 'length': 394}, {'text': '🔥', 'length': 1}, {'text': ""The initial taste of the Sizzlin' Brown Sugar is so good, but the after taste is horrible 🤢"", 'length': 91}, {'text': 'Sadly I just dumped the entire carton of brown sugar down the drain. What on gods green earth is giving it that after taste!?', 'length': 125}, {'text': '@benjaminbouwman I wanna find this, both.', 'length': 41}, {'text': 'I threw the lucky out. It was horrible imo.', 'length': 43}, {'text': 'I loved the brown sugar! No weird after taste, loved everything about it @chobani ❤️', 'length': 84}]"
@codyrigsby’s favorite post-workout,<Post Ca5N7CnDN50>,1073,926,[],09/03/22,"@codyrigsby’s favorite post-workout snack is back! Want a chance to win a mini fridge filled with Chobani Complete? It’s easy.

- Follow @chobani @codyrigsby
- Comment on this post for 1 entry
- Tag up to 3 friends for more chances to win
- 1 lucky fan will win!

NO PURCHASE NECESSARY. Enter Sweepstakes by 3/16/22. To enter and for Official Rules, visit the link in our bio.",376,"[{'text': '@leahfayeguillory', 'length': 17}, {'text': '@sassydeafdiva', 'length': 14}, {'text': '@sexywaisted', 'length': 12}, {'text': '@slossyhouse', 'length': 12}, {'text': '@dmarticio', 'length': 10}, {'text': '@ziggysmom5', 'length': 11}, {'text': '@saggytitssusan @hunt_schreurs @kail3ysha3', 'length': 42}, {'text': 'I have one true friend and he does not do social media @teddybearunicorn58', 'length': 74}, {'text': 'This would be awesome!!! I love  it!😍 @cindafukinrella 💜💜💜💜', 'length': 59}, {'text': '@narcii7', 'length': 8}, {'text': '@mrs.archeco', 'length': 12}, {'text': '@jcsl8919', 'length': 9}, {'text': ""@nancyflowerss  let's win some @chobani 😍😍"", 'length': 42}, {'text': '@meggbert', 'length': 9}, {'text': '@bellasflowers03', 'length': 16}, {'text': '@martita_ibarra14', 'length': 17}, {'text': '@mrs.ibarra13', 'length': 13}, {'text': '@marlene_servin_', 'length': 16}, {'text': '@cup_c8k', 'length': 8}, {'text': '@richardsalina.s  yummmm win it for me', 'length': 38}, {'text': '@cindafukinrella', 'length': 16}, {'text': '@lalainspiredcrafts', 'length': 19}, {'text': '@andyscrafts', 'length': 12}, {'text': '@jazmiine_designs', 'length': 17}, {'text': '@justineb88_', 'length': 12}, {'text': 'Thanks for the chance to win! Good luck, everyone! 🍀', 'length': 52}, {'text': '@hobokengirl1208 @lizardbrooks99 @me.and.my3', 'length': 44}, {'text': 'This would be awesome!', 'length': 22}, {'text': '@tokwolf', 'length': 8}, {'text': '@tomisparkle', 'length': 12}, {'text': '@greatday2be', 'length': 12}, {'text': 'how cool thank you @nicole magnafici', 'length': 36}, {'text': '@sweetiepie49_2 @louisianagal2022 @ziggysmom5 💪🏻', 'length': 48}, {'text': 'This looks fantastic @chase_luster', 'length': 34}, {'text': '@and9z', 'length': 6}, {'text': '@jessvazq7', 'length': 10}, {'text': '@tldunbrack', 'length': 11}, {'text': 'Thanks for the chance', 'length': 21}, {'text': '@darkgoddess718', 'length': 15}, {'text': '@lucky_10_denise', 'length': 16}, {'text': '@mistacab1', 'length': 10}, {'text': 'Yes please!!😍❤️', 'length': 15}, {'text': '@mylifebeingrenewed', 'length': 19}, {'text': '@lifeofdelight', 'length': 14}, {'text': '@gatorxgirl', 'length': 11}, {'text': '@nbasshelton', 'length': 12}, {'text': '@thenorthwoodsmama', 'length': 18}, {'text': 'Cody and Chobani = perfect combo ❤️😍', 'length': 36}, {'text': 'Hey @chobani have you announced the winner yet????!!!!!!!!!!', 'length': 60}, {'text': '@chobani has the winner of this been announced? Thanks!', 'length': 55}]"
Chobani is committed,<Post Ca2aTxquLe0>,341,10,"['iwd2022', 'breakthebias']",08/03/22,Chobani is committed to supporting and celebrating the success of women and standing up for women’s equality in the workplace. #IWD2022 #breakthebias,149,"[{'text': 'Hell yeah!!! 👏👏👏', 'length': 16}, {'text': 'So good! Weldone! 👏', 'length': 19}, {'text': 'Wonderful! 👏👏👏 Love to collaborate with you. Helping women food founders back themselves and put more money in their pockets for every product they sell, is what motivates us to get out of bed everyday.', 'length': 202}, {'text': '🙌🔥🙌🔥🙌', 'length': 5}, {'text': 'This is beautiful.', 'length': 18}, {'text': 'Woo hoo', 'length': 7}, {'text': '🙌🙌', 'length': 2}, {'text': '@chobani shame on your sexism!  People’s gender is fluid and men can be women and have babies too!  Get your #woke 💩 right!! #boycottchobani', 'length': 140}, {'text': '👏🏽👏🏽👏🏽', 'length': 6}]"
This #NationalCerealDay we,<Post Ca0bJbFPoiZ>,659,160,['nationalcerealday'],07/03/22,"This #NationalCerealDay we teamed up with our friends @hboats 🍯 for the ultimate cereal and oatmilk vote! And we want you to enter for a chance to win this breakfast of champions, with Chobani Oat Coupons and free Honey Bunches of Oats cereal boxes. Victory is delicious!
 
How to enter:
- Follow @chobani and @hboats 🍯
- Have a public profile
- Tag 3 cereal-fans 🥣🥣🥣
Winners selected by 3/9
 
NO PURCHASE NECESSARY. Enter Sweepstakes by 3/8/22. For Official Rules, visit https://www.chobani.com/chobani-x-honey-bunches-of-oats-national-cereal-day-sweepstakes-official",568,"[{'text': 'My fav duo 🤩 @cole_miller55 @its_miller25 @kenzzie_miller', 'length': 57}, {'text': '@jessbabyfoodie', 'length': 15}, {'text': '@syhina_d', 'length': 9}, {'text': '@evolutn', 'length': 8}, {'text': '@alyssagng @sh0rtyshirley @linda.m.luu', 'length': 38}, {'text': '@leahpnordman @alexaddeo @natali.rey ❤️❤️', 'length': 41}, {'text': '@princesa_wolf_eats', 'length': 19}, {'text': '@xacuteorder66 @jess90210 @kboo811', 'length': 34}, {'text': '@gennylobo', 'length': 10}, {'text': '@change4106', 'length': 11}, {'text': '@sjl16', 'length': 6}, {'text': '@wolfgen7', 'length': 9}, {'text': '@grillorfry', 'length': 11}, {'text': '@tykaes @reagan.cas @remotelyreagan', 'length': 35}, {'text': '@kevinandrescb @diana_sofia_chavez @lessaide', 'length': 44}, {'text': '@donnafriess @senorita_abby @stl_swags', 'length': 38}, {'text': '@tj_desario @leeorganicveggies @wingchichoi', 'length': 43}, {'text': '@that_redhead_lifts @milo_arlinghaus @emilypowerlifts', 'length': 53}, {'text': '@anjielang @antwuan_game @prettymallory83', 'length': 41}, {'text': '@faganchelsea @its_pedrito_garcia @diva_done_did_it', 'length': 51}, {'text': '@jen.sald @graaaccceee17 @regina.come', 'length': 37}, {'text': '@rosa_sgm @lusi.arr @_ariana.grande34_', 'length': 38}, {'text': '@sara.marshall4', 'length': 15}, {'text': '@pinky_narwhale2', 'length': 16}, {'text': '@beautybandits', 'length': 14}, {'text': '@edisonporter ❤️', 'length': 16}, {'text': '@bnoonsprivate', 'length': 14}, {'text': '@portiagoplays ❤️', 'length': 17}, {'text': '@foodissslife @campbellsbbq @powerhausbbq', 'length': 41}, {'text': '@ruru_ram @karenamoore @babydjs_mom', 'length': 35}, {'text': '@wai.oi @waiholau1943 @ualioiaw', 'length': 31}, {'text': '@ysiadual @lawenced @dianeching2', 'length': 32}, {'text': '🙌❤️', 'length': 3}, {'text': '@golden.ghostie @the.cozy.curio @vi.kidney', 'length': 42}, {'text': '@komodokd @dietitianjenfoodnation @tj_desario', 'length': 45}, {'text': '@reedmaxim @samid171 @sparillo13 🥣🥣🥣', 'length': 36}, {'text': '@brookeofadventures @lilpaula111 @staceyannbrandfass I love 🥣 🤞💚', 'length': 64}, {'text': '@cnikvus @csdoe @gabby_doe_', 'length': 27}, {'text': '@doe.silvia @cgaita @rochellepreut', 'length': 34}, {'text': '@iamcarlip @carliscoffee @montannachr remember the other chobani give away?!', 'length': 76}, {'text': '@ashleyrae_24 @montannachr @carliscoffee', 'length': 40}, {'text': '@mmmm.julato @madgerdes @leahcoughler', 'length': 37}, {'text': '@foodallergymoms_andmore', 'length': 24}, {'text': '@rain.lill', 'length': 10}, {'text': '@hostilevalleyinsta', 'length': 19}, {'text': '@irishmojito @tamalegal @alex_in_casa', 'length': 37}, {'text': '@chellznw @steph.lizama @aarriiela', 'length': 34}, {'text': 'Thank you for the giveaway @syg1218 @farhishary @theresonlyonerachel', 'length': 68}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'amazing ! so sad I miissed such a nice day', 'length': 42}]"
Gold medal snack.🥇,<Post CasPFO-OmvU>,531,29,[],04/03/22,Gold medal snack.🥇,18,"[{'text': '🙌🙌🙌🙌', 'length': 4}, {'text': 'Yessss. I just bought the oat milk and I can’t wait to try it 🥵', 'length': 63}, {'text': 'Flips>>>>>>', 'length': 11}, {'text': '100%!!!', 'length': 7}, {'text': 'snack of champions.', 'length': 19}, {'text': 'i need a lifetime supply of the banana cream pie flavor', 'length': 55}, {'text': '@chobani make available in Canada', 'length': 33}, {'text': '😍', 'length': 1}, {'text': 'Would love to see the cinnamon bun flavor or churro flavor back!', 'length': 64}, {'text': 'make zero sugar flips!!', 'length': 23}, {'text': 'Just had the cookies and creme this morning 🙌 amazing - I even got my son to take a bite!! 🤩', 'length': 92}, {'text': 'So yummy 🔥', 'length': 10}, {'text': 'Always takes the top prize in my fridge! 😍🥰', 'length': 43}, {'text': 'THE BEST 😍❤️👏🏼', 'length': 14}, {'text': '👏😍 Chobani flips are SO yummy!!!! ❤️❤️', 'length': 38}, {'text': 'PLEASE bring back cookies and cream creamer! 🙏🙏🙏', 'length': 48}, {'text': 'Are these in Canada??', 'length': 21}, {'text': 'This the best', 'length': 13}, {'text': 'Your flip is a 10/10 🙌', 'length': 22}, {'text': 'So true! 🏅 🥇 🎖', 'length': 14}, {'text': 'THESEEEE my god they have hands down become my favorite!!!', 'length': 58}, {'text': 'L❤️VE the almond coco loco!!!! 🙌❤️❤️❤️❤️', 'length': 40}, {'text': 'Since having had covid last year I cannot tolerate or taste some flavors. All I eat is Chobani Yogurt Flips. It is the only way I can get some protein too and the thickness is very satisfying', 'length': 191}, {'text': 'My favorites are cookies and cream and strawberry cheesecake', 'length': 60}, {'text': '@valerie.1of1  i have three of the flavors from Walmart its yummy .', 'length': 67}, {'text': 'My favorite wonderful goodness ❤️', 'length': 33}, {'text': 'These are the best! I definitely need to try the Cookies & Cream now!😍', 'length': 70}]"
Who else would,<Post Caqaqy9j54D>,344,20,[],04/03/22,"Who else would like to be these berries🫐🍓falling softly into a bowl of impossibly delicious Chobani with Zero Sugar*?

*Not a low calorie food",142,"[{'text': 'So good!! We love it!!', 'length': 22}, {'text': 'zero sugar oat milk too tho 😏', 'length': 29}, {'text': 'I really like  this yogurt', 'length': 26}, {'text': 'No lactose ?', 'length': 12}, {'text': 'Beat tasting yogurt on  the market ❤️......also the less sugar is delicious too......the only brand I eat😉......🐾💜🐾', 'length': 115}, {'text': 'yummmm', 'length': 6}, {'text': '🫐🍓🫐🍓', 'length': 4}, {'text': 'I’m just not sure why it says not a low cal food when 60 cal yogurt cups is def lower than almost all yogurt cups lol', 'length': 117}, {'text': 'what sweetner is used?', 'length': 22}, {'text': '😍😍', 'length': 2}, {'text': 'Yessss 😍', 'length': 8}, {'text': 'Zero sugar Blueberry is so delicious! I add granola & raisins 🤤', 'length': 63}, {'text': '🙋\u200d♀️', 'length': 4}, {'text': 'I’m pretty sure I found a new yogurt!', 'length': 37}, {'text': '🙌 Yum❤️', 'length': 7}, {'text': '😍', 'length': 1}, {'text': 'Súper yummy', 'length': 11}]"
@shaneebenjamin here to,<Post CaiQ_Nvr2tl>,200,3,['bhm'],28/02/22,@shaneebenjamin here to serve our final dish in celebration of #BHM with good food from the Black community. Plated here is Soul food from Detroit—inspired by the Great Migration of Black Americans from the South—featuring fried chicken 🍗 collard greens 🥬 potato salad 🥔 and cornbread 🌽 🍞 on a patterned cloth recalling art and life in Detroit.,344,"[{'text': ""@chobani make the st paddy's day creamer permanent! It's so good!! Why is it that all your limited-time creamers are the best ones? 😂"", 'length': 133}, {'text': 'Sponser @annnnainseoul', 'length': 22}, {'text': 'Wow !! Thank you for representing the black community, what an amazing and delicious company 🤍', 'length': 94}]"
Indulge impossibly with,<Post CafMzl2uG0x>,853,40,[],27/02/22,"Indulge impossibly with Zero Sugar* dessert-inspired flavors. Which are you trying?

*not a low calorie food",108,"[{'text': 'Strawberry chessecake', 'length': 21}, {'text': 'All of them 😂', 'length': 13}, {'text': 'Key lime pie!', 'length': 13}, {'text': '😍😍😍', 'length': 3}, {'text': 'Love the milk and cookies! Yum!', 'length': 31}, {'text': 'I want to try them all!!!! 😍😍', 'length': 29}, {'text': 'All of them, if I can find them!', 'length': 32}, {'text': 'PLEASE bring these to arkansas I am suffering', 'length': 45}, {'text': 'What are they sweetened with?', 'length': 29}, {'text': 'I literally took a pic of these new flavors in this same way this morning😂 #greatminds', 'length': 86}, {'text': 'Yum, can’t wait to try! 😋', 'length': 25}, {'text': 'Milk and cookies is so good!!', 'length': 29}, {'text': 'Strawberry cheesecake!! 😃', 'length': 25}, {'text': '@huntatas', 'length': 9}, {'text': 'Omg!!! Love this', 'length': 16}, {'text': '@vincesmarket - Can you put these on your ""new items"" list? 🤩', 'length': 61}, {'text': 'why not seld in China？？？😭😭😭', 'length': 27}, {'text': 'omg i need these!!! strawberry cheesecake please! 🥺', 'length': 51}, {'text': 'Love to try all these flavors except strawberry,  already have tried that one. Cant get the other two where i live.', 'length': 115}, {'text': ""So long as I can handle the taste of the sweeteners, I'm in...a few of them make me queasy. Will try soon"", 'length': 105}, {'text': 'Picking these up with my Sam’s curbside order today!  Can’t wait to try them 🙌', 'length': 78}, {'text': 'Oh that key lime sounds perfect for Spring 🤍', 'length': 44}, {'text': 'They are all so good! Please make a cinnamon type flavor!', 'length': 57}, {'text': 'Need milk and cookies!', 'length': 22}, {'text': 'Key lime and strawberry cheesecake! Also, how is this not a low calorie food lol', 'length': 80}, {'text': 'There’s a strawberry cheesecake one 😮', 'length': 37}, {'text': 'MY FAVORITE😍', 'length': 12}, {'text': 'Do you sell in Denmark?', 'length': 23}, {'text': '🙌Love this stuff ❤️ The strawberry and blueberry 🫐', 'length': 50}, {'text': '😍', 'length': 1}, {'text': 'What about the coconut? Does that come in 0 sugar too?', 'length': 54}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'I am here for the zero sugar', 'length': 28}, {'text': 'These are so good !', 'length': 19}, {'text': 'I hope these imported to Thailand.', 'length': 34}, {'text': 'I’ve never seen strawberry cheesecake at my grocery store!!😢', 'length': 60}]"
